seq,machine,type,op,start,end,duration
1,0,2,0,0.0,50.0,50.0
2,0,2,0,50.0,100.0,50.0
3,0,1,0,100.0,130.0,30.0
4,0,2,0,130.0,180.0,50.0
5,0,1,0,180.0,210.0,30.0
6,0,2,0,210.0,260.0,50.0
7,0,1,0,260.0,290.0,30.0
8,0,1,1,290.0,340.0,50.0
9,0,0,0,340.0,357.0,17.0
10,0,2,0,357.0,407.0,50.0
11,0,1,0,407.0,437.0,30.0
12,0,2,0,437.0,487.0,50.0
13,0,1,1,487.0,537.0,50.0
14,0,2,0,537.0,587.0,50.0
15,0,1,0,587.0,617.0,30.0
16,0,0,0,617.0,634.0,17.0
17,0,1,1,634.0,684.0,50.0
18,0,2,0,684.0,734.0,50.0
19,0,1,0,734.0,764.0,30.0
20,0,2,0,764.0,814.0,50.0
21,0,1,1,814.0,864.0,50.0
22,0,0,0,864.0,881.0,17.0
23,0,1,0,881.0,911.0,30.0
24,0,2,0,911.0,961.0,50.0
25,0,1,1,961.0,1011.0,50.0
26,0,1,0,1011.0,1041.0,30.0
27,0,1,1,1041.0,1091.0,50.0
28,0,2,0,1091.0,1141.0,50.0
29,0,0,0,1141.0,1158.0,17.0
30,0,2,0,1158.0,1208.0,50.0
31,0,1,0,1208.0,1238.0,30.0
32,0,1,1,1238.0,1288.0,50.0
33,0,2,0,1288.0,1338.0,50.0
34,0,1,0,1338.0,1368.0,30.0
35,0,2,0,1368.0,1418.0,50.0
36,0,0,0,1418.0,1435.0,17.0
37,0,1,1,1435.0,1485.0,50.0
38,0,2,0,1485.0,1535.0,50.0
39,0,1,1,1535.0,1585.0,50.0
40,0,1,0,1585.0,1615.0,30.0
41,0,2,0,1615.0,1665.0,50.0
42,0,0,0,1665.0,1682.0,17.0
43,0,1,0,1682.0,1712.0,30.0
44,0,1,1,1712.0,1762.0,50.0
45,0,2,0,1762.0,1812.0,50.0
46,0,1,0,1812.0,1842.0,30.0
47,0,1,1,1842.0,1892.0,50.0
48,0,2,0,1892.0,1942.0,50.0
49,0,0,0,1942.0,1959.0,17.0
50,0,2,0,1959.0,2009.0,50.0
51,0,1,0,2009.0,2039.0,30.0
52,0,1,1,2039.0,2089.0,50.0
53,0,2,0,2089.0,2139.0,50.0
54,0,1,0,2139.0,2169.0,30.0
55,0,1,1,2169.0,2219.0,50.0
56,0,0,0,2219.0,2236.0,17.0
57,0,2,0,2236.0,2286.0,50.0
58,0,1,0,2286.0,2316.0,30.0
59,0,1,1,2316.0,2366.0,50.0
60,0,2,0,2366.0,2416.0,50.0
61,0,2,0,2416.0,2466.0,50.0
62,0,0,0,2466.0,2483.0,17.0
63,0,1,0,2483.0,2513.0,30.0
64,0,1,1,2513.0,2563.0,50.0
65,0,2,0,2563.0,2613.0,50.0
66,0,1,0,2613.0,2643.0,30.0
67,0,1,1,2643.0,2693.0,50.0
68,0,2,0,2693.0,2743.0,50.0
69,0,0,0,2743.0,2760.0,17.0
70,0,2,0,2760.0,2810.0,50.0
71,0,1,1,2810.0,2860.0,50.0
72,0,1,0,2860.0,2890.0,30.0
73,0,1,1,2890.0,2940.0,50.0
74,0,2,0,2940.0,2990.0,50.0
75,0,0,0,2990.0,3007.0,17.0
76,0,1,0,3007.0,3037.0,30.0
77,0,1,1,3037.0,3087.0,50.0
78,0,2,0,3087.0,3137.0,50.0
79,0,2,0,3137.0,3187.0,50.0
80,0,1,0,3187.0,3217.0,30.0
81,0,2,0,3217.0,3267.0,50.0
82,0,1,1,3267.0,3317.0,50.0
83,0,0,0,3317.0,3334.0,17.0
84,0,1,0,3334.0,3364.0,30.0
85,0,1,1,3364.0,3414.0,50.0
86,0,2,0,3414.0,3464.0,50.0
87,0,2,0,3464.0,3514.0,50.0
88,0,1,1,3514.0,3564.0,50.0
89,0,0,0,3564.0,3581.0,17.0
90,0,1,0,3581.0,3611.0,30.0
91,0,0,1,3611.0,3651.0,40.0
92,0,2,0,3651.0,3701.0,50.0
93,0,1,0,3701.0,3731.0,30.0
94,0,1,1,3731.0,3781.0,50.0
95,0,0,0,3781.0,3798.0,17.0
96,0,1,1,3798.0,3848.0,50.0
97,0,2,0,3848.0,3898.0,50.0
98,0,1,0,3898.0,3928.0,30.0
99,0,2,0,3928.0,3978.0,50.0
100,0,1,1,3978.0,4028.0,50.0
101,0,2,0,4028.0,4078.0,50.0
102,0,0,0,4078.0,4095.0,17.0
103,0,1,0,4095.0,4125.0,30.0
104,0,0,1,4125.0,4165.0,40.0
105,0,1,0,4165.0,4195.0,30.0
106,0,1,1,4195.0,4245.0,50.0
107,0,2,0,4245.0,4295.0,50.0
108,0,1,1,4295.0,4345.0,50.0
109,0,0,0,4345.0,4362.0,17.0
110,0,2,0,4362.0,4412.0,50.0
111,0,1,0,4412.0,4442.0,30.0
112,0,2,0,4442.0,4492.0,50.0
113,0,1,0,4492.0,4522.0,30.0
114,0,1,1,4522.0,4572.0,50.0
115,0,1,1,4572.0,4622.0,50.0
116,0,0,0,4622.0,4639.0,17.0
117,0,0,1,4639.0,4679.0,40.0
118,0,2,0,4679.0,4729.0,50.0
119,0,1,0,4729.0,4759.0,30.0
120,0,2,0,4759.0,4809.0,50.0
121,0,1,1,4809.0,4859.0,50.0
122,0,0,0,4859.0,4876.0,17.0
123,0,2,0,4876.0,4926.0,50.0
