seq,machine,type,op,start,end,duration
1,0,4,0,0.0,128.0,128.0
2,0,4,0,128.0,256.0,128.0
3,0,2,0,256.0,343.0,87.0
4,0,1,0,343.0,557.0,214.0
5,0,4,0,557.0,685.0,128.0
6,0,4,0,685.0,813.0,128.0
7,0,2,0,813.0,900.0,87.0
8,0,1,0,900.0,1114.0,214.0
9,0,2,0,1114.0,1201.0,87.0
10,0,4,0,1201.0,1329.0,128.0
11,0,4,0,1329.0,1457.0,128.0
12,0,1,0,1457.0,1671.0,214.0
13,0,2,0,1671.0,1758.0,87.0
14,0,4,0,1758.0,1886.0,128.0
15,0,2,0,1886.0,1973.0,87.0
16,0,1,0,1973.0,2187.0,214.0
17,0,4,0,2187.0,2315.0,128.0
18,0,4,0,2315.0,2443.0,128.0
19,0,2,0,2443.0,2530.0,87.0
20,0,1,0,2530.0,2744.0,214.0
21,0,4,0,2744.0,2872.0,128.0
22,0,1,0,2872.0,3086.0,214.0
23,0,2,0,3086.0,3173.0,87.0
24,0,4,0,3173.0,3301.0,128.0
25,0,4,0,3301.0,3429.0,128.0
26,0,1,0,3429.0,3643.0,214.0
27,0,0,0,3643.0,3890.0,247.0
28,0,2,0,3890.0,3977.0,87.0
29,0,2,0,3977.0,4064.0,87.0
30,0,4,0,4064.0,4192.0,128.0
31,0,4,0,4192.0,4320.0,128.0
32,0,2,0,4320.0,4407.0,87.0
33,0,1,0,4407.0,4621.0,214.0
34,0,1,0,4621.0,4835.0,214.0
35,0,4,0,4835.0,4963.0,128.0
36,0,2,0,4963.0,5050.0,87.0
37,0,4,0,5050.0,5178.0,128.0
38,0,2,0,5178.0,5265.0,87.0
39,0,1,0,5265.0,5479.0,214.0
40,0,0,0,5479.0,5726.0,247.0
41,0,4,0,5726.0,5854.0,128.0
42,0,4,0,5854.0,5982.0,128.0
43,0,1,0,5982.0,6196.0,214.0
44,0,2,0,6196.0,6283.0,87.0
45,0,2,0,6283.0,6370.0,87.0
46,0,0,0,6370.0,6617.0,247.0
