seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,12,0,0.0,2.0,2.0
2,1,M1,12,0,2.0,4.0,2.0
3,1,M1,1,2,4.0,5.0,1.0
4,1,M1,12,0,5.0,7.0,2.0
5,1,M1,1,2,7.0,8.0,1.0
6,1,M1,5,3,8.0,12.0,4.0
7,1,M1,1,2,12.0,13.0,1.0
8,1,M1,5,3,13.0,17.0,4.0
9,1,M1,12,3,17.0,19.0,2.0
10,1,M1,12,4,19.0,23.0,4.0
11,1,M1,12,5,23.0,25.0,2.0
12,1,M1,12,0,25.0,27.0,2.0
13,1,M1,12,0,27.0,29.0,2.0
14,1,M1,12,3,29.0,31.0,2.0
15,1,M1,1,2,31.0,32.0,1.0
16,1,M1,12,0,32.0,34.0,2.0
17,1,M1,12,5,34.0,36.0,2.0
18,1,M1,5,3,36.0,40.0,4.0
19,1,M1,5,4,40.0,48.0,8.0
20,1,M1,12,3,48.0,50.0,2.0
21,1,M1,12,4,50.0,54.0,4.0
22,1,M1,12,5,54.0,56.0,2.0
23,1,M1,12,0,56.0,58.0,2.0
24,1,M1,5,3,58.0,62.0,4.0
25,1,M1,5,4,62.0,70.0,8.0
26,1,M1,4,8,70.0,75.0,5.0
27,1,M1,1,2,75.0,76.0,1.0
28,1,M1,1,2,76.0,77.0,1.0
29,1,M1,12,3,77.0,79.0,2.0
30,1,M1,12,4,79.0,83.0,4.0
31,1,M1,12,5,83.0,85.0,2.0
32,1,M1,12,0,85.0,87.0,2.0
33,1,M1,12,0,87.0,89.0,2.0
34,1,M1,5,3,89.0,93.0,4.0
35,1,M1,4,8,93.0,98.0,5.0
36,1,M1,12,0,98.0,100.0,2.0
37,1,M1,5,3,100.0,104.0,4.0
38,1,M1,5,4,104.0,112.0,8.0
39,1,M1,12,3,112.0,114.0,2.0
40,1,M1,4,8,114.0,119.0,5.0
41,1,M1,12,5,119.0,121.0,2.0
42,1,M1,4,8,121.0,126.0,5.0
43,1,M1,1,2,126.0,127.0,1.0
44,1,M1,5,3,127.0,131.0,4.0
45,1,M1,12,3,131.0,133.0,2.0
46,1,M1,12,4,133.0,137.0,4.0
47,1,M1,12,5,137.0,139.0,2.0
48,1,M1,1,2,139.0,140.0,1.0
49,1,M1,5,3,140.0,144.0,4.0
50,1,M1,12,3,144.0,146.0,2.0
51,1,M1,4,8,146.0,151.0,5.0
52,1,M1,12,5,151.0,153.0,2.0
53,1,M1,1,2,154.0,155.0,1.0
54,1,M1,4,8,158.0,163.0,5.0
55,1,M1,5,3,163.0,167.0,4.0
56,1,M1,5,4,167.0,175.0,8.0
57,1,M1,4,8,175.0,180.0,5.0
58,1,M1,12,3,180.0,182.0,2.0
59,1,M1,12,4,182.0,186.0,4.0
60,1,M1,12,5,186.0,188.0,2.0
61,1,M1,12,3,188.0,190.0,2.0
62,1,M1,4,8,190.0,195.0,5.0
63,1,M1,12,5,195.0,197.0,2.0
64,1,M1,1,2,197.0,198.0,1.0
65,1,M1,4,8,198.0,203.0,5.0
66,1,M1,12,3,203.0,205.0,2.0
67,1,M1,5,3,205.0,209.0,4.0
68,1,M1,12,5,209.0,211.0,2.0
69,1,M1,4,8,213.0,218.0,5.0
70,2,M2,13,1,2.0,5.0,3.0
71,2,M2,12,2,5.0,15.0,10.0
72,2,M2,13,1,15.0,18.0,3.0
73,2,M2,7,4,18.0,19.0,1.0
74,2,M2,12,2,19.0,29.0,10.0
75,2,M2,13,1,29.0,32.0,3.0
76,2,M2,7,4,32.0,33.0,1.0
77,2,M2,12,2,33.0,43.0,10.0
78,2,M2,7,4,43.0,44.0,1.0
79,2,M2,7,4,44.0,45.0,1.0
80,2,M2,13,1,45.0,48.0,3.0
81,2,M2,13,1,48.0,51.0,3.0
82,2,M2,14,1,51.0,63.0,12.0
83,2,M2,7,4,63.0,64.0,1.0
84,2,M2,13,1,64.0,67.0,3.0
85,2,M2,12,2,67.0,77.0,10.0
86,2,M2,11,7,77.0,78.0,1.0
87,2,M2,7,4,78.0,79.0,1.0
88,2,M2,6,1,79.0,88.0,9.0
89,2,M2,11,7,88.0,89.0,1.0
90,2,M2,14,1,89.0,101.0,12.0
91,2,M2,11,7,101.0,102.0,1.0
92,2,M2,12,2,102.0,112.0,10.0
93,2,M2,11,7,112.0,113.0,1.0
94,2,M2,13,1,113.0,116.0,3.0
95,2,M2,13,1,116.0,119.0,3.0
96,2,M2,12,2,119.0,129.0,10.0
97,2,M2,11,7,129.0,130.0,1.0
98,2,M2,7,4,130.0,131.0,1.0
99,2,M2,13,1,131.0,134.0,3.0
100,2,M2,12,2,134.0,144.0,10.0
101,2,M2,11,7,144.0,145.0,1.0
102,2,M2,11,7,150.0,151.0,1.0
103,2,M2,7,4,154.0,155.0,1.0
104,2,M2,13,1,157.0,160.0,3.0
105,2,M2,11,7,161.0,162.0,1.0
106,2,M2,12,2,166.0,176.0,10.0
107,2,M2,7,4,176.0,177.0,1.0
108,2,M2,12,2,177.0,187.0,10.0
109,2,M2,11,7,187.0,188.0,1.0
110,2,M2,7,4,188.0,189.0,1.0
