seq,machine,type,op,start,end,duration
1,0,2,0,0.0,50.0,50.0
2,0,2,0,50.0,100.0,50.0
3,0,2,0,100.0,150.0,50.0
4,0,1,0,150.0,180.0,30.0
5,0,2,0,180.0,230.0,50.0
6,0,1,0,230.0,260.0,30.0
7,0,0,0,260.0,277.0,17.0
8,0,1,0,277.0,307.0,30.0
9,0,2,0,307.0,357.0,50.0
10,0,1,1,357.0,407.0,50.0
11,0,2,0,407.0,457.0,50.0
12,0,0,0,457.0,474.0,17.0
13,0,1,0,474.0,504.0,30.0
14,0,1,1,504.0,554.0,50.0
15,0,2,0,554.0,604.0,50.0
16,0,2,0,604.0,654.0,50.0
17,0,1,0,654.0,684.0,30.0
18,0,0,0,684.0,701.0,17.0
19,0,1,1,701.0,751.0,50.0
20,0,2,0,751.0,801.0,50.0
21,0,1,1,801.0,851.0,50.0
22,0,2,0,851.0,901.0,50.0
23,0,0,0,901.0,918.0,17.0
24,0,1,0,918.0,948.0,30.0
25,0,2,0,948.0,998.0,50.0
26,0,1,0,998.0,1028.0,30.0
27,0,1,1,1028.0,1078.0,50.0
28,0,0,0,1078.0,1095.0,17.0
29,0,2,0,1095.0,1145.0,50.0
30,0,1,1,1145.0,1195.0,50.0
31,0,2,0,1195.0,1245.0,50.0
32,0,1,0,1245.0,1275.0,30.0
33,0,2,0,1275.0,1325.0,50.0
34,0,0,0,1325.0,1342.0,17.0
35,0,1,0,1342.0,1372.0,30.0
36,0,1,1,1372.0,1422.0,50.0
37,0,2,0,1422.0,1472.0,50.0
38,0,1,1,1472.0,1522.0,50.0
39,0,0,0,1522.0,1539.0,17.0
40,0,2,0,1539.0,1589.0,50.0
41,0,1,0,1589.0,1619.0,30.0
42,0,2,0,1619.0,1669.0,50.0
43,0,0,0,1669.0,1686.0,17.0
44,0,2,0,1686.0,1736.0,50.0
45,0,1,1,1736.0,1786.0,50.0
46,0,1,0,1786.0,1816.0,30.0
47,0,2,0,1816.0,1866.0,50.0
48,0,1,1,1866.0,1916.0,50.0
49,0,2,0,1916.0,1966.0,50.0
50,0,0,0,1966.0,1983.0,17.0
51,0,1,0,1983.0,2013.0,30.0
52,0,2,0,2013.0,2063.0,50.0
53,0,1,1,2063.0,2113.0,50.0
54,0,2,0,2113.0,2163.0,50.0
55,0,1,0,2163.0,2193.0,30.0
56,0,0,0,2193.0,2210.0,17.0
57,0,1,1,2210.0,2260.0,50.0
58,0,2,0,2260.0,2310.0,50.0
59,0,1,0,2310.0,2340.0,30.0
60,0,1,1,2340.0,2390.0,50.0
61,0,2,0,2390.0,2440.0,50.0
62,0,0,0,2440.0,2457.0,17.0
63,0,2,0,2457.0,2507.0,50.0
64,0,0,0,2507.0,2524.0,17.0
65,0,1,0,2524.0,2554.0,30.0
66,0,0,1,2554.0,2594.0,40.0
67,0,1,1,2594.0,2644.0,50.0
68,0,2,0,2644.0,2694.0,50.0
69,0,1,1,2694.0,2744.0,50.0
70,0,0,0,2744.0,2761.0,17.0
71,0,2,0,2761.0,2811.0,50.0
72,0,1,0,2811.0,2841.0,30.0
73,0,2,0,2841.0,2891.0,50.0
74,0,1,0,2891.0,2921.0,30.0
75,0,1,1,2921.0,2971.0,50.0
76,0,0,0,2971.0,2988.0,17.0
77,0,2,0,2988.0,3038.0,50.0
78,0,2,0,3038.0,3088.0,50.0
79,0,1,0,3088.0,3118.0,30.0
80,0,1,1,3118.0,3168.0,50.0
81,0,0,0,3168.0,3185.0,17.0
82,0,2,0,3185.0,3235.0,50.0
83,0,1,0,3235.0,3265.0,30.0
84,0,2,0,3265.0,3315.0,50.0
85,0,1,1,3315.0,3365.0,50.0
86,0,2,0,3365.0,3415.0,50.0
87,0,1,1,3415.0,3465.0,50.0
88,0,0,0,3465.0,3482.0,17.0
89,0,0,1,3482.0,3522.0,40.0
90,0,1,0,3522.0,3552.0,30.0
91,0,2,0,3552.0,3602.0,50.0
92,0,1,0,3602.0,3632.0,30.0
93,0,1,1,3632.0,3682.0,50.0
94,0,2,0,3682.0,3732.0,50.0
95,0,0,0,3732.0,3749.0,17.0
96,0,1,1,3749.0,3799.0,50.0
97,0,2,0,3799.0,3849.0,50.0
98,0,0,0,3849.0,3866.0,17.0
99,0,0,1,3866.0,3906.0,40.0
100,0,1,0,3906.0,3936.0,30.0
101,0,1,1,3936.0,3986.0,50.0
102,0,2,0,3986.0,4036.0,50.0
103,0,2,0,4036.0,4086.0,50.0
104,0,0,1,4086.0,4126.0,40.0
105,0,1,0,4126.0,4156.0,30.0
106,0,1,1,4156.0,4206.0,50.0
107,0,0,0,4206.0,4223.0,17.0
108,0,2,0,4223.0,4273.0,50.0
109,0,1,0,4273.0,4303.0,30.0
110,0,1,1,4303.0,4353.0,50.0
111,0,2,0,4353.0,4403.0,50.0
112,0,0,0,4403.0,4420.0,17.0
113,0,1,0,4420.0,4450.0,30.0
114,0,1,1,4450.0,4500.0,50.0
115,0,0,1,4500.0,4540.0,40.0
116,0,2,0,4540.0,4590.0,50.0
117,0,2,0,4590.0,4640.0,50.0
118,0,0,0,4640.0,4657.0,17.0
119,0,1,0,4657.0,4687.0,30.0
120,0,1,1,4687.0,4737.0,50.0
121,0,0,1,4737.0,4777.0,40.0
122,0,2,0,4777.0,4827.0,50.0
123,0,1,0,4827.0,4857.0,30.0
