variant_name,epoch,round_id,round_pos,instance_id,instance_occurrence,lr,train_loss,train_rollout_cmax,current_objective,train_time_sec,eval_time_sec,cycle_time_sec,running_cb,running_ca,M,R,N
dslfmae_like_baseline,2,1,2,M10R5N10,1,9.996296296296297e-05,-0.07417733501642942,378.0,357.0,31.98816180229187,1.863205909729004,33.851367712020874,357.0,357.0,10,5,10
dslfmae_like_baseline,29,2,2,M10R5N10,2,9.896296296296297e-05,0.02551087806932628,366.0,394.0,19.785332441329956,1.7589852809906006,21.544317722320557,357.0,375.5,10,5,10
dslfmae_like_baseline,56,3,2,M10R5N10,3,9.796296296296297e-05,0.027352189412340522,377.0,360.0,19.838603019714355,1.7174484729766846,21.55605149269104,357.0,370.3333333333333,10,5,10
dslfmae_like_baseline,83,4,2,M10R5N10,4,9.696296296296296e-05,0.04277787450700998,392.0,407.0,19.93354845046997,1.714367389678955,21.647915840148926,357.0,379.5,10,5,10
dslfmae_like_baseline,110,5,2,M10R5N10,5,9.596296296296296e-05,0.03495523799210787,394.0,357.0,19.78872847557068,1.7251875400543213,21.513916015625,357.0,375.0,10,5,10
dslfmae_like_baseline,137,6,2,M10R5N10,6,9.496296296296297e-05,0.015342351864092052,360.0,354.0,19.96590304374695,1.7419753074645996,21.707878351211548,354.0,371.5,10,5,10
dslfmae_like_baseline,164,7,2,M10R5N10,7,9.396296296296297e-05,0.042624032124876976,380.0,361.0,20.041544675827026,1.7080774307250977,21.749622106552124,354.0,370.0,10,5,10
dslfmae_like_baseline,191,8,2,M10R5N10,8,9.296296296296296e-05,0.021644834661856294,385.0,449.0,19.832865476608276,1.703258991241455,21.53612446784973,354.0,379.875,10,5,10
dslfmae_like_baseline,218,9,2,M10R5N10,9,9.196296296296296e-05,0.004041353196953423,371.0,417.0,43.38694453239441,3.557431936264038,46.94437646865845,354.0,384.0,10,5,10
dslfmae_like_baseline,245,10,2,M10R5N10,10,9.096296296296298e-05,0.07230015192180872,436.0,354.0,43.15907430648804,3.6090471744537354,46.76812148094177,354.0,381.0,10,5,10
dslfmae_like_baseline,272,11,2,M10R5N10,11,8.996296296296297e-05,0.015336559037677944,372.0,329.0,43.37786245346069,3.559464931488037,46.93732738494873,329.0,376.27272727272725,10,5,10
dslfmae_like_baseline,299,12,2,M10R5N10,12,8.896296296296297e-05,-0.012736454489640892,351.0,344.0,43.43080973625183,3.615220069885254,47.046029806137085,329.0,373.5833333333333,10,5,10
dslfmae_like_baseline,326,13,2,M10R5N10,13,8.796296296296297e-05,0.04704836988821626,414.0,342.0,20.035983324050903,1.7884929180145264,21.82447624206543,329.0,371.15384615384613,10,5,10
dslfmae_like_baseline,353,14,2,M10R5N10,14,8.696296296296296e-05,-0.02303834888152778,371.0,334.0,20.078469276428223,1.7727928161621094,21.851262092590332,329.0,368.5,10,5,10
dslfmae_like_baseline,380,15,2,M10R5N10,15,8.596296296296296e-05,-0.026008488843217492,356.0,365.0,20.1066575050354,1.8090565204620361,21.915714025497437,329.0,368.26666666666665,10,5,10
dslfmae_like_baseline,407,16,2,M10R5N10,16,8.496296296296297e-05,0.00997775950236246,383.0,353.0,20.42817783355713,1.7727725505828857,22.200950384140015,329.0,367.3125,10,5,10
dslfmae_like_baseline,434,17,2,M10R5N10,17,8.396296296296297e-05,-0.02374840248376131,379.0,410.0,20.237234115600586,1.7941858768463135,22.0314199924469,329.0,369.8235294117647,10,5,10
dslfmae_like_baseline,461,18,2,M10R5N10,18,8.296296296296296e-05,0.03479025326669216,404.0,348.0,20.3099102973938,1.7736470699310303,22.08355736732483,329.0,368.6111111111111,10,5,10
dslfmae_like_baseline,488,19,2,M10R5N10,19,8.196296296296296e-05,0.005992079277348239,351.0,371.0,20.453333139419556,1.8020968437194824,22.255429983139038,329.0,368.7368421052632,10,5,10
dslfmae_like_baseline,515,20,2,M10R5N10,20,8.096296296296297e-05,0.01835787366144359,370.0,363.0,20.09210467338562,1.8206841945648193,21.91278886795044,329.0,368.45,10,5,10
dslfmae_like_baseline,542,21,2,M10R5N10,21,7.996296296296297e-05,0.024814705830067396,380.0,380.0,19.991275787353516,1.7313520908355713,21.722627878189087,329.0,369.0,10,5,10
dslfmae_like_baseline,569,22,2,M10R5N10,22,7.896296296296297e-05,0.00394255094579421,358.0,357.0,20.150890350341797,1.6906800270080566,21.841570377349854,329.0,368.45454545454544,10,5,10
