seq,machine,type,op,start,end,duration
1,0,0,0,0.0,247.0,247.0
2,0,2,0,247.0,334.0,87.0
3,0,0,0,334.0,581.0,247.0
4,0,1,0,581.0,795.0,214.0
5,0,3,0,795.0,882.0,87.0
6,0,4,0,882.0,1010.0,128.0
7,0,2,0,1010.0,1097.0,87.0
8,0,0,0,1097.0,1344.0,247.0
9,0,3,0,1344.0,1431.0,87.0
10,0,0,0,1431.0,1678.0,247.0
11,0,3,0,1678.0,1765.0,87.0
12,0,2,0,1765.0,1852.0,87.0
13,0,0,0,1852.0,2099.0,247.0
14,0,2,0,2099.0,2186.0,87.0
15,0,3,0,2186.0,2273.0,87.0
16,0,0,0,2273.0,2520.0,247.0
17,0,3,0,2520.0,2607.0,87.0
18,0,2,0,2607.0,2694.0,87.0
19,0,0,0,2694.0,2941.0,247.0
20,0,1,0,2941.0,3155.0,214.0
21,0,3,0,3155.0,3242.0,87.0
22,0,3,0,3242.0,3329.0,87.0
23,0,0,0,3329.0,3576.0,247.0
24,0,0,0,3576.0,3823.0,247.0
25,0,2,0,3823.0,3910.0,87.0
26,0,4,0,3910.0,4038.0,128.0
27,0,0,0,4038.0,4285.0,247.0
28,0,2,0,4285.0,4372.0,87.0
29,0,3,0,4372.0,4459.0,87.0
30,0,0,0,4459.0,4706.0,247.0
31,0,3,0,4706.0,4793.0,87.0
32,0,2,0,4793.0,4880.0,87.0
33,0,3,0,4880.0,4967.0,87.0
34,0,0,0,4967.0,5214.0,247.0
35,0,1,0,5214.0,5428.0,214.0
36,0,0,0,5428.0,5675.0,247.0
37,0,2,0,5675.0,5762.0,87.0
38,0,3,0,5762.0,5849.0,87.0
39,0,3,0,5849.0,5936.0,87.0
40,0,0,0,5936.0,6183.0,247.0
41,0,0,0,6183.0,6430.0,247.0
42,0,2,0,6430.0,6517.0,87.0
43,0,3,0,6517.0,6604.0,87.0
44,0,2,0,6604.0,6691.0,87.0
45,0,0,0,6691.0,6938.0,247.0
46,0,4,0,6938.0,7066.0,128.0
47,0,0,0,7066.0,7313.0,247.0
48,0,3,0,7313.0,7400.0,87.0
49,0,1,0,7400.0,7614.0,214.0
50,0,2,0,7614.0,7701.0,87.0
51,0,0,0,7701.0,7948.0,247.0
52,0,3,0,7948.0,8035.0,87.0
53,0,3,0,8035.0,8122.0,87.0
54,0,0,0,8122.0,8369.0,247.0
55,0,2,0,8369.0,8456.0,87.0
56,0,3,0,8456.0,8543.0,87.0
57,0,0,0,8543.0,8790.0,247.0
58,0,3,0,8790.0,8877.0,87.0
59,0,2,0,8877.0,8964.0,87.0
60,0,0,0,8964.0,9211.0,247.0
61,0,3,0,9211.0,9298.0,87.0
62,0,0,0,9298.0,9545.0,247.0
63,0,2,0,9545.0,9632.0,87.0
64,0,4,0,9632.0,9760.0,128.0
65,0,1,0,9760.0,9974.0,214.0
66,0,3,0,9974.0,10061.0,87.0
67,0,0,0,10061.0,10308.0,247.0
68,0,3,0,10308.0,10395.0,87.0
69,0,2,0,10395.0,10482.0,87.0
70,0,0,0,10482.0,10729.0,247.0
71,0,0,0,10729.0,10976.0,247.0
72,0,3,0,10976.0,11063.0,87.0
