seq,machine,type,op,start,end,duration
1,0,2,0,0.0,87.0,87.0
2,0,3,0,87.0,174.0,87.0
3,0,4,0,174.0,302.0,128.0
4,0,3,0,302.0,389.0,87.0
5,0,2,0,389.0,476.0,87.0
6,0,1,0,476.0,690.0,214.0
7,0,4,0,690.0,818.0,128.0
8,0,2,0,818.0,905.0,87.0
9,0,3,0,905.0,992.0,87.0
10,0,4,0,992.0,1120.0,128.0
11,0,3,0,1120.0,1207.0,87.0
12,0,2,0,1207.0,1294.0,87.0
13,0,0,0,1294.0,1541.0,247.0
14,0,1,0,1541.0,1755.0,214.0
15,0,4,0,1755.0,1883.0,128.0
16,0,3,0,1883.0,1970.0,87.0
17,0,2,0,1970.0,2057.0,87.0
18,0,4,0,2057.0,2185.0,128.0
19,0,2,0,2185.0,2272.0,87.0
20,0,3,0,2272.0,2359.0,87.0
21,0,1,0,2359.0,2573.0,214.0
22,0,4,0,2573.0,2701.0,128.0
23,0,2,0,2701.0,2788.0,87.0
24,0,3,0,2788.0,2875.0,87.0
25,0,4,0,2875.0,3003.0,128.0
26,0,2,0,3003.0,3090.0,87.0
27,0,3,0,3090.0,3177.0,87.0
28,0,4,0,3177.0,3305.0,128.0
29,0,1,0,3305.0,3519.0,214.0
30,0,3,0,3519.0,3606.0,87.0
31,0,2,0,3606.0,3693.0,87.0
32,0,4,0,3693.0,3821.0,128.0
33,0,3,0,3821.0,3908.0,87.0
34,0,2,0,3908.0,3995.0,87.0
35,0,4,0,3995.0,4123.0,128.0
36,0,1,0,4123.0,4337.0,214.0
37,0,2,0,4337.0,4424.0,87.0
38,0,3,0,4424.0,4511.0,87.0
39,0,0,0,4511.0,4758.0,247.0
40,0,4,0,4758.0,4886.0,128.0
41,0,3,0,4886.0,4973.0,87.0
42,0,2,0,4973.0,5060.0,87.0
43,0,4,0,5060.0,5188.0,128.0
44,0,0,0,5188.0,5435.0,247.0
45,0,1,0,5435.0,5649.0,214.0
46,0,2,0,5649.0,5736.0,87.0
47,0,4,0,5736.0,5864.0,128.0
48,0,3,0,5864.0,5951.0,87.0
49,0,2,0,5951.0,6038.0,87.0
50,0,3,0,6038.0,6125.0,87.0
51,0,4,0,6125.0,6253.0,128.0
52,0,1,0,6253.0,6467.0,214.0
53,0,2,0,6467.0,6554.0,87.0
54,0,0,0,6554.0,6801.0,247.0
55,0,4,0,6801.0,6929.0,128.0
56,0,3,0,6929.0,7016.0,87.0
57,0,2,0,7016.0,7103.0,87.0
58,0,4,0,7103.0,7231.0,128.0
59,0,1,0,7231.0,7445.0,214.0
60,0,2,0,7445.0,7532.0,87.0
61,0,3,0,7532.0,7619.0,87.0
62,0,3,0,7619.0,7706.0,87.0
63,0,4,0,7706.0,7834.0,128.0
64,0,2,0,7834.0,7921.0,87.0
65,0,0,0,7921.0,8168.0,247.0
66,0,1,0,8168.0,8382.0,214.0
67,0,4,0,8382.0,8510.0,128.0
68,0,3,0,8510.0,8597.0,87.0
69,0,2,0,8597.0,8684.0,87.0
70,0,4,0,8684.0,8812.0,128.0
71,0,3,0,8812.0,8899.0,87.0
72,0,2,0,8899.0,8986.0,87.0
73,0,3,0,8986.0,9073.0,87.0
74,0,1,0,9073.0,9287.0,214.0
75,0,4,0,9287.0,9415.0,128.0
76,0,2,0,9415.0,9502.0,87.0
77,0,4,0,9502.0,9630.0,128.0
78,0,2,0,9630.0,9717.0,87.0
79,0,3,0,9717.0,9804.0,87.0
80,0,3,0,9804.0,9891.0,87.0
81,0,0,0,9891.0,10138.0,247.0
82,0,1,0,10138.0,10352.0,214.0
83,0,4,0,10352.0,10480.0,128.0
84,0,2,0,10480.0,10567.0,87.0
85,0,3,0,10567.0,10654.0,87.0
86,0,4,0,10654.0,10782.0,128.0
87,0,2,0,10782.0,10869.0,87.0
88,0,3,0,10869.0,10956.0,87.0
89,0,4,0,10956.0,11084.0,128.0
90,0,1,0,11084.0,11298.0,214.0
91,0,2,0,11298.0,11385.0,87.0
92,0,4,0,11385.0,11513.0,128.0
93,0,3,0,11513.0,11600.0,87.0
94,0,2,0,11600.0,11687.0,87.0
95,0,3,0,11687.0,11774.0,87.0
96,0,4,0,11774.0,11902.0,128.0
97,0,1,0,11902.0,12116.0,214.0
98,0,2,0,12116.0,12203.0,87.0
99,0,3,0,12203.0,12290.0,87.0
100,0,4,0,12290.0,12418.0,128.0
101,0,0,0,12418.0,12665.0,247.0
102,0,1,0,12665.0,12879.0,214.0
103,0,2,0,12879.0,12966.0,87.0
104,0,4,0,12966.0,13094.0,128.0
105,0,3,0,13094.0,13181.0,87.0
106,0,2,0,13181.0,13268.0,87.0
107,0,2,0,13268.0,13355.0,87.0
108,0,3,0,13355.0,13442.0,87.0
109,0,4,0,13442.0,13570.0,128.0
110,0,1,0,13570.0,13784.0,214.0
111,0,0,0,13784.0,14031.0,247.0
112,0,4,0,14031.0,14159.0,128.0
113,0,3,0,14159.0,14246.0,87.0
114,0,2,0,14246.0,14333.0,87.0
115,0,4,0,14333.0,14461.0,128.0
116,0,3,0,14461.0,14548.0,87.0
117,0,1,0,14548.0,14762.0,214.0
118,0,2,0,14762.0,14849.0,87.0
119,0,3,0,14849.0,14936.0,87.0
120,0,4,0,14936.0,15064.0,128.0
121,0,2,0,15064.0,15151.0,87.0
122,0,3,0,15151.0,15238.0,87.0
123,0,4,0,15238.0,15366.0,128.0
124,0,1,0,15366.0,15580.0,214.0
125,0,2,0,15580.0,15667.0,87.0
126,0,4,0,15667.0,15795.0,128.0
127,0,3,0,15795.0,15882.0,87.0
128,0,0,0,15882.0,16129.0,247.0
129,0,3,0,16129.0,16216.0,87.0
130,0,2,0,16216.0,16303.0,87.0
131,0,4,0,16303.0,16431.0,128.0
132,0,1,0,16431.0,16645.0,214.0
133,0,2,0,16645.0,16732.0,87.0
134,0,3,0,16732.0,16819.0,87.0
135,0,3,0,16819.0,16906.0,87.0
136,0,4,0,16906.0,17034.0,128.0
137,0,2,0,17034.0,17121.0,87.0
138,0,4,0,17121.0,17249.0,128.0
139,0,0,0,17249.0,17496.0,247.0
140,0,1,0,17496.0,17710.0,214.0
141,0,2,0,17710.0,17797.0,87.0
142,0,3,0,17797.0,17884.0,87.0
143,0,4,0,17884.0,18012.0,128.0
144,0,2,0,18012.0,18099.0,87.0
145,0,0,0,18099.0,18346.0,247.0
146,0,4,0,18346.0,18474.0,128.0
147,0,1,0,18474.0,18688.0,214.0
148,0,2,0,18688.0,18775.0,87.0
149,0,2,0,18775.0,18862.0,87.0
150,0,4,0,18862.0,18990.0,128.0
151,0,4,0,18990.0,19118.0,128.0
152,1,8,0,0.0,150.0,150.0
153,1,5,0,150.0,295.0,145.0
154,1,6,0,295.0,452.0,157.0
155,1,4,2,452.0,552.0,100.0
156,1,8,0,552.0,702.0,150.0
157,1,1,1,702.0,768.0,66.0
158,1,5,0,768.0,913.0,145.0
159,1,4,2,913.0,1013.0,100.0
160,1,5,0,1013.0,1158.0,145.0
161,1,8,0,1158.0,1308.0,150.0
162,1,8,0,1308.0,1458.0,150.0
163,1,4,2,1458.0,1558.0,100.0
164,1,0,1,1558.0,1688.0,130.0
165,1,6,0,1688.0,1845.0,157.0
166,1,1,1,1845.0,1911.0,66.0
167,1,5,0,1911.0,2056.0,145.0
168,1,4,2,2056.0,2156.0,100.0
169,1,8,0,2156.0,2306.0,150.0
170,1,5,0,2306.0,2451.0,145.0
171,1,4,2,2451.0,2551.0,100.0
172,1,0,1,2551.0,2681.0,130.0
173,1,1,1,2681.0,2747.0,66.0
174,1,5,0,2747.0,2892.0,145.0
175,1,4,2,2892.0,2992.0,100.0
176,1,8,0,2992.0,3142.0,150.0
177,1,0,1,3142.0,3272.0,130.0
178,1,6,0,3272.0,3429.0,157.0
179,1,4,2,3429.0,3529.0,100.0
180,1,5,0,3529.0,3674.0,145.0
181,1,1,1,3674.0,3740.0,66.0
182,1,5,0,3740.0,3885.0,145.0
183,1,8,0,3885.0,4035.0,150.0
184,1,4,2,4035.0,4135.0,100.0
185,1,8,0,4135.0,4285.0,150.0
186,1,5,0,4285.0,4430.0,145.0
187,1,4,2,4430.0,4530.0,100.0
188,1,6,0,4530.0,4687.0,157.0
189,1,1,1,4687.0,4753.0,66.0
190,1,8,0,4753.0,4903.0,150.0
191,1,4,2,4903.0,5003.0,100.0
192,1,5,0,5003.0,5148.0,145.0
193,1,8,0,5148.0,5298.0,150.0
194,1,4,2,5298.0,5398.0,100.0
195,1,5,0,5398.0,5543.0,145.0
196,1,5,0,5543.0,5688.0,145.0
197,1,1,1,5688.0,5754.0,66.0
198,1,0,1,5754.0,5884.0,130.0
