variant_name,epoch,round_id,round_pos,instance_id,instance_occurrence,lr,train_loss,train_rollout_cmax,current_objective,train_time_sec,eval_time_sec,cycle_time_sec,running_cb,running_ca
ablation_no_fluid_state,8,1,8,P8,1,9.970833333333334e-05,0.031228075036779046,6467.0,6870.0,33.79167079925537,2.071423292160034,35.863094091415405,6870.0,6870.0
ablation_no_fluid_state,32,2,8,P8,2,9.870833333333334e-05,0.06469175405800343,6533.0,6750.0,31.891270637512207,2.012434482574463,33.90370512008667,6750.0,6810.0
ablation_no_fluid_state,56,3,8,P8,3,9.770833333333334e-05,-0.04355030879378319,6370.0,7530.0,32.20165395736694,2.031507730484009,34.23316168785095,6750.0,7050.0
ablation_no_fluid_state,80,4,8,P8,4,9.670833333333333e-05,-0.04397408151999116,6598.0,7500.0,32.477784633636475,2.0307302474975586,34.50851488113403,6750.0,7162.5
ablation_no_fluid_state,104,5,8,P8,5,9.570833333333333e-05,0.03449377464130521,7182.0,7140.0,31.9850435256958,2.041537284851074,34.026580810546875,6750.0,7158.0
ablation_no_fluid_state,128,6,8,P8,6,9.470833333333334e-05,0.017672788351774216,7265.0,6720.0,31.97754955291748,2.0290169715881348,34.006566524505615,6720.0,7085.0
ablation_no_fluid_state,152,7,8,P8,7,9.370833333333334e-05,-0.0027548989019123837,6497.0,7110.0,31.885437488555908,2.0224056243896484,33.90784311294556,6720.0,7088.571428571428
ablation_no_fluid_state,176,8,8,P8,8,9.270833333333334e-05,-0.04298781789839268,6800.0,7380.0,32.507070541381836,2.0731682777404785,34.580238819122314,6720.0,7125.0
ablation_no_fluid_state,200,9,8,P8,9,9.170833333333334e-05,-0.03171291295439005,6525.0,7380.0,32.0868353843689,2.049870729446411,34.13670611381531,6720.0,7153.333333333333
ablation_no_fluid_state,224,10,8,P8,10,9.070833333333333e-05,0.011878867808263749,6670.0,6126.0,32.319355964660645,2.0458834171295166,34.36523938179016,6126.0,7050.6
ablation_no_fluid_state,248,11,8,P8,11,8.970833333333334e-05,-0.02249385346658528,6085.0,5893.0,32.19766044616699,2.032548427581787,34.23020887374878,5893.0,6945.363636363636
ablation_no_fluid_state,272,12,8,P8,12,8.870833333333334e-05,0.015462533920072019,5820.0,5667.0,32.575724363327026,2.061556816101074,34.6372811794281,5667.0,6838.833333333333
ablation_no_fluid_state,296,13,8,P8,13,8.770833333333334e-05,-0.026060554664582014,5870.0,5857.0,32.20562767982483,2.04949951171875,34.25512719154358,5667.0,6763.307692307692
ablation_no_fluid_state,320,14,8,P8,14,8.670833333333333e-05,-0.024724937742576003,5910.0,5927.0,12.750829219818115,0.8193821907043457,13.570211410522461,5667.0,6703.571428571428
ablation_no_fluid_state,344,15,8,P8,15,8.570833333333333e-05,-0.00986037659458816,5930.0,5837.0,12.576945066452026,0.8504543304443359,13.427399396896362,5667.0,6645.8
ablation_no_fluid_state,368,16,8,P8,16,8.470833333333334e-05,-0.01427142194006592,5825.0,5847.0,12.678961992263794,0.8445477485656738,13.523509740829468,5667.0,6595.875
ablation_no_fluid_state,392,17,8,P8,17,8.370833333333334e-05,-0.0025075054727494717,5848.0,5777.0,12.549273014068604,0.8160183429718018,13.365291357040405,5667.0,6547.705882352941
ablation_no_fluid_state,416,18,8,P8,18,8.270833333333334e-05,0.010172539157792926,5902.0,5778.0,12.554136276245117,0.8349900245666504,13.389126300811768,5667.0,6504.944444444444
ablation_no_fluid_state,440,19,8,P8,19,8.170833333333335e-05,0.0005911976204515668,5717.0,5697.0,12.967988014221191,0.9058458805084229,13.873833894729614,5667.0,6462.421052631579
ablation_no_fluid_state,464,20,8,P8,20,8.070833333333335e-05,0.004921131912851706,5952.0,5831.0,12.238679647445679,0.8130216598510742,13.051701307296753,5667.0,6430.85
ablation_no_fluid_state,488,21,8,P8,21,7.970833333333334e-05,0.0030043023580219597,5728.0,5687.0,12.51908802986145,0.8317162990570068,13.350804328918457,5667.0,6395.428571428572
ablation_no_fluid_state,512,22,8,P8,22,7.870833333333334e-05,-0.015157668734900653,5698.0,5600.0,12.603212118148804,0.8330633640289307,13.436275482177734,5600.0,6359.272727272727
ablation_no_fluid_state,536,23,8,P8,23,7.770833333333334e-05,0.03679705783724785,6004.0,5991.0,12.23091173171997,0.8054308891296387,13.03634262084961,5600.0,6343.260869565217
ablation_no_fluid_state,560,24,8,P8,24,7.670833333333333e-05,-0.011219696141779423,5948.0,6094.0,12.718218803405762,0.8201656341552734,13.538384437561035,5600.0,6332.875
ablation_no_fluid_state,584,25,8,P8,25,7.570833333333333e-05,0.02745508961379528,6110.0,6098.0,12.55791974067688,0.8491792678833008,13.40709900856018,5600.0,6323.48
ablation_no_fluid_state,608,26,8,P8,26,7.470833333333334e-05,0.005430554767372087,5837.0,5978.0,12.207591772079468,0.8197164535522461,13.027308225631714,5600.0,6310.192307692308
ablation_no_fluid_state,632,27,8,P8,27,7.370833333333334e-05,0.01802177936770022,5977.0,6064.0,12.418857097625732,0.8642787933349609,13.283135890960693,5600.0,6301.074074074074
ablation_no_fluid_state,656,28,8,P8,28,7.270833333333333e-05,0.021746524842455983,5951.0,5891.0,12.43331503868103,0.8463780879974365,13.279693126678467,5600.0,6286.428571428572
ablation_no_fluid_state,680,29,8,P8,29,7.170833333333333e-05,0.019736975897103548,6017.0,5807.0,12.493905544281006,0.8320193290710449,13.32592487335205,5600.0,6269.896551724138
ablation_no_fluid_state,704,30,8,P8,30,7.070833333333334e-05,0.011076819966547191,5917.0,5820.0,12.167419910430908,0.8053359985351562,12.972755908966064,5600.0,6254.9
ablation_no_fluid_state,728,31,8,P8,31,6.970833333333332e-05,-0.006098570884205401,5738.0,5720.0,12.824386596679688,0.8493428230285645,13.673729419708252,5600.0,6237.645161290323
ablation_no_fluid_state,752,32,8,P8,32,6.870833333333333e-05,0.012774188537150621,6080.0,5930.0,12.98432993888855,0.8369879722595215,13.821317911148071,5600.0,6228.03125
ablation_no_fluid_state,776,33,8,P8,33,6.770833333333333e-05,0.02340388810262084,6104.0,5980.0,12.496108055114746,0.8311495780944824,13.327257633209229,5600.0,6220.515151515152
ablation_no_fluid_state,800,34,8,P8,34,6.670833333333333e-05,0.012664867215789855,6017.0,6110.0,12.60049557685852,0.8248496055603027,13.425345182418823,5600.0,6217.264705882353
ablation_no_fluid_state,824,35,8,P8,35,6.570833333333334e-05,0.013611809466965497,5960.0,5810.0,12.77430534362793,0.8532600402832031,13.627565383911133,5600.0,6205.628571428571
ablation_no_fluid_state,848,36,8,P8,36,6.470833333333334e-05,0.008476954651996493,6048.0,5904.0,12.290738582611084,0.8191568851470947,13.109895467758179,5600.0,6197.25
ablation_no_fluid_state,872,37,8,P8,37,6.370833333333334e-05,-0.002966033003758639,5927.0,5924.0,12.901272535324097,0.942209005355835,13.843481540679932,5600.0,6189.864864864865
ablation_no_fluid_state,896,38,8,P8,38,6.270833333333333e-05,-0.004897112317848951,5767.0,5878.0,12.660726070404053,0.8358626365661621,13.496588706970215,5600.0,6181.6578947368425
ablation_no_fluid_state,920,39,8,P8,39,6.170833333333333e-05,0.0011520035623107105,5794.0,5824.0,12.799493312835693,0.867154598236084,13.666647911071777,5600.0,6172.48717948718
ablation_no_fluid_state,944,40,8,P8,40,6.0708333333333336e-05,-0.0031417006393894553,5717.0,5647.0,12.406784534454346,0.8107399940490723,13.217524528503418,5600.0,6159.35
ablation_no_fluid_state,968,41,8,P8,41,5.9708333333333346e-05,0.019340944243595004,6017.0,5757.0,12.615126609802246,0.8504338264465332,13.46556043624878,5600.0,6149.536585365854
ablation_no_fluid_state,992,42,8,P8,42,5.870833333333334e-05,0.02530746511183679,5837.0,5747.0,12.829312086105347,0.8361020088195801,13.665414094924927,5600.0,6139.952380952381
ablation_no_fluid_state,1016,43,8,P8,43,5.7708333333333345e-05,-0.006771245272830129,5714.0,5687.0,12.304028034210205,0.8146545886993408,13.118682622909546,5600.0,6129.418604651163
ablation_no_fluid_state,1040,44,8,P8,44,5.670833333333334e-05,-0.012283612508326769,5597.0,5687.0,12.516405820846558,0.8307335376739502,13.347139358520508,5600.0,6119.363636363636
ablation_no_fluid_state,1064,45,8,P8,45,5.5708333333333343e-05,-0.006460659089498222,5747.0,5687.0,12.821897506713867,0.8652188777923584,13.687116384506226,5600.0,6109.7555555555555
ablation_no_fluid_state,1088,46,8,P8,46,5.470833333333334e-05,-0.02128911903128028,5887.0,5798.0,12.419970273971558,0.8103868961334229,13.23035717010498,5600.0,6102.978260869565
ablation_no_fluid_state,1112,47,8,P8,47,5.3708333333333336e-05,-0.003560734970960766,5737.0,5877.0,12.415719032287598,0.8202579021453857,13.235976934432983,5600.0,6098.170212765957
ablation_no_fluid_state,1136,48,8,P8,48,5.270833333333334e-05,0.008198297466151416,5858.0,5907.0,12.730530977249146,0.8454959392547607,13.576026916503906,5600.0,6094.1875
