seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,0,0,0.0,247.0,247.0
2,1,M1,2,0,247.0,334.0,87.0
3,1,M1,4,0,334.0,462.0,128.0
4,1,M1,0,0,462.0,709.0,247.0
5,1,M1,2,0,709.0,796.0,87.0
6,1,M1,0,0,796.0,1043.0,247.0
7,1,M1,3,0,1043.0,1130.0,87.0
8,1,M1,1,0,1130.0,1344.0,214.0
9,1,M1,2,0,1344.0,1431.0,87.0
10,1,M1,2,0,1431.0,1518.0,87.0
11,1,M1,3,0,1518.0,1605.0,87.0
12,1,M1,4,0,1605.0,1733.0,128.0
13,1,M1,0,0,1733.0,1980.0,247.0
14,1,M1,1,0,1980.0,2194.0,214.0
15,1,M1,2,0,2194.0,2281.0,87.0
16,1,M1,3,0,2281.0,2368.0,87.0
17,1,M1,2,0,2368.0,2455.0,87.0
18,1,M1,0,0,2455.0,2702.0,247.0
19,1,M1,1,0,2702.0,2916.0,214.0
20,1,M1,3,0,2916.0,3003.0,87.0
21,1,M1,4,0,3003.0,3131.0,128.0
22,1,M1,2,0,3131.0,3218.0,87.0
23,1,M1,0,0,3218.0,3465.0,247.0
24,1,M1,3,0,3465.0,3552.0,87.0
25,1,M1,1,0,3552.0,3766.0,214.0
26,1,M1,2,0,3766.0,3853.0,87.0
27,1,M1,0,0,3853.0,4100.0,247.0
28,1,M1,3,0,4100.0,4187.0,87.0
29,1,M1,4,0,4187.0,4315.0,128.0
30,1,M1,2,0,4315.0,4402.0,87.0
31,1,M1,1,0,4402.0,4616.0,214.0
32,1,M1,0,0,4616.0,4863.0,247.0
33,1,M1,3,0,4863.0,4950.0,87.0
34,1,M1,2,0,4950.0,5037.0,87.0
35,1,M1,2,0,5037.0,5124.0,87.0
36,1,M1,1,0,5124.0,5338.0,214.0
37,1,M1,0,0,5338.0,5585.0,247.0
38,1,M1,3,0,5585.0,5672.0,87.0
39,1,M1,4,0,5672.0,5800.0,128.0
40,1,M1,2,0,5800.0,5887.0,87.0
41,1,M1,0,0,5887.0,6134.0,247.0
42,1,M1,3,0,6134.0,6221.0,87.0
43,1,M1,1,0,6221.0,6435.0,214.0
44,1,M1,2,0,6435.0,6522.0,87.0
45,1,M1,3,0,6522.0,6609.0,87.0
46,1,M1,0,0,6609.0,6856.0,247.0
47,1,M1,4,0,6856.0,6984.0,128.0
48,1,M1,2,0,6984.0,7071.0,87.0
49,1,M1,1,0,7071.0,7285.0,214.0
50,1,M1,3,0,7285.0,7372.0,87.0
51,1,M1,0,0,7372.0,7619.0,247.0
52,1,M1,2,0,7619.0,7706.0,87.0
53,1,M1,1,0,7706.0,7920.0,214.0
54,1,M1,3,0,7920.0,8007.0,87.0
55,1,M1,2,0,8007.0,8094.0,87.0
56,1,M1,4,0,8094.0,8222.0,128.0
57,1,M1,0,0,8222.0,8469.0,247.0
58,1,M1,2,0,8469.0,8556.0,87.0
59,1,M1,3,0,8556.0,8643.0,87.0
60,1,M1,1,0,8643.0,8857.0,214.0
61,1,M1,0,0,8857.0,9104.0,247.0
62,1,M1,2,0,9104.0,9191.0,87.0
63,1,M1,0,0,9191.0,9438.0,247.0
64,1,M1,3,0,9438.0,9525.0,87.0
65,1,M1,4,0,9525.0,9653.0,128.0
66,1,M1,1,0,9653.0,9867.0,214.0
67,1,M1,2,0,9867.0,9954.0,87.0
68,1,M1,3,0,9954.0,10041.0,87.0
69,1,M1,2,0,10041.0,10128.0,87.0
70,1,M1,0,0,10128.0,10375.0,247.0
71,1,M1,1,0,10375.0,10589.0,214.0
72,1,M1,3,0,10589.0,10676.0,87.0
73,1,M1,4,0,10676.0,10804.0,128.0
74,1,M1,2,0,10804.0,10891.0,87.0
75,1,M1,0,0,10891.0,11138.0,247.0
76,1,M1,1,0,11138.0,11352.0,214.0
77,1,M1,3,0,11352.0,11439.0,87.0
78,1,M1,2,0,11439.0,11526.0,87.0
79,1,M1,2,0,11526.0,11613.0,87.0
80,1,M1,0,0,11613.0,11860.0,247.0
81,1,M1,3,0,11860.0,11947.0,87.0
82,1,M1,4,0,11947.0,12075.0,128.0
83,1,M1,1,0,12075.0,12289.0,214.0
84,1,M1,2,0,12289.0,12376.0,87.0
85,1,M1,0,0,12376.0,12623.0,247.0
86,1,M1,3,0,12623.0,12710.0,87.0
87,1,M1,1,0,12710.0,12924.0,214.0
88,1,M1,2,0,12924.0,13011.0,87.0
89,1,M1,0,0,13011.0,13258.0,247.0
90,1,M1,3,0,13258.0,13345.0,87.0
91,1,M1,4,0,13345.0,13473.0,128.0
92,1,M1,2,0,13473.0,13560.0,87.0
93,1,M1,1,0,13560.0,13774.0,214.0
94,1,M1,0,0,13774.0,14021.0,247.0
95,1,M1,3,0,14021.0,14108.0,87.0
96,1,M1,2,0,14108.0,14195.0,87.0
97,1,M1,2,0,14195.0,14282.0,87.0
98,1,M1,0,0,14282.0,14529.0,247.0
99,1,M1,3,0,14529.0,14616.0,87.0
100,1,M1,4,0,14616.0,14744.0,128.0
101,1,M1,1,0,14744.0,14958.0,214.0
102,1,M1,2,0,14958.0,15045.0,87.0
103,1,M1,3,0,15045.0,15132.0,87.0
104,1,M1,0,0,15132.0,15379.0,247.0
105,1,M1,1,0,15379.0,15593.0,214.0
106,1,M1,2,0,15593.0,15680.0,87.0
107,1,M1,3,0,15680.0,15767.0,87.0
108,1,M1,4,0,15767.0,15895.0,128.0
109,1,M1,0,0,15895.0,16142.0,247.0
110,1,M1,2,0,16142.0,16229.0,87.0
111,1,M1,1,0,16229.0,16443.0,214.0
112,1,M1,3,0,16443.0,16530.0,87.0
113,1,M1,0,0,16530.0,16777.0,247.0
114,1,M1,2,0,16777.0,16864.0,87.0
115,1,M1,2,0,16864.0,16951.0,87.0
116,1,M1,3,0,16951.0,17038.0,87.0
117,1,M1,4,0,17038.0,17166.0,128.0
118,1,M1,1,0,17166.0,17380.0,214.0
119,1,M1,0,0,17380.0,17627.0,247.0
120,1,M1,3,0,17627.0,17714.0,87.0
121,1,M1,2,0,17714.0,17801.0,87.0
122,1,M1,1,0,17801.0,18015.0,214.0
123,1,M1,0,0,18015.0,18262.0,247.0
124,1,M1,2,0,18262.0,18349.0,87.0
125,1,M1,3,0,18349.0,18436.0,87.0
126,1,M1,4,0,18436.0,18564.0,128.0
127,1,M1,2,0,18564.0,18651.0,87.0
128,1,M1,0,0,18651.0,18898.0,247.0
129,1,M1,1,0,18898.0,19112.0,214.0
130,1,M1,3,0,19112.0,19199.0,87.0
131,1,M1,2,0,19199.0,19286.0,87.0
132,1,M1,0,0,19286.0,19533.0,247.0
133,1,M1,1,0,19533.0,19747.0,214.0
134,1,M1,3,0,19747.0,19834.0,87.0
135,1,M1,4,0,19834.0,19962.0,128.0
136,1,M1,2,0,19962.0,20049.0,87.0
137,1,M1,0,0,20049.0,20296.0,247.0
138,1,M1,3,0,20296.0,20383.0,87.0
139,1,M1,2,0,20383.0,20470.0,87.0
140,1,M1,1,0,20470.0,20684.0,214.0
141,1,M1,3,0,20684.0,20771.0,87.0
142,1,M1,2,0,20771.0,20858.0,87.0
143,1,M1,1,0,20858.0,21072.0,214.0
144,1,M1,3,0,21072.0,21159.0,87.0
145,2,M2,5,0,0.0,145.0,145.0
146,2,M2,8,0,145.0,295.0,150.0
