seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,0,0,0.0,247.0,247.0
2,1,M1,0,0,247.0,494.0,247.0
3,1,M1,1,0,494.0,708.0,214.0
4,1,M1,1,0,708.0,922.0,214.0
5,1,M1,4,0,922.0,1050.0,128.0
6,1,M1,2,0,1050.0,1137.0,87.0
7,1,M1,4,0,1137.0,1265.0,128.0
8,1,M1,2,0,1265.0,1352.0,87.0
9,1,M1,2,0,1352.0,1439.0,87.0
10,1,M1,2,0,1439.0,1526.0,87.0
11,1,M1,0,0,1526.0,1773.0,247.0
12,1,M1,0,0,1773.0,2020.0,247.0
13,1,M1,4,0,2020.0,2148.0,128.0
14,1,M1,4,0,2148.0,2276.0,128.0
15,1,M1,1,0,2276.0,2490.0,214.0
16,1,M1,1,0,2490.0,2704.0,214.0
17,1,M1,0,0,2704.0,2951.0,247.0
18,1,M1,0,0,2951.0,3198.0,247.0
19,1,M1,0,0,3198.0,3445.0,247.0
20,1,M1,0,0,3445.0,3692.0,247.0
21,1,M1,1,0,3692.0,3906.0,214.0
22,1,M1,1,0,3906.0,4120.0,214.0
23,1,M1,1,0,4120.0,4334.0,214.0
24,1,M1,0,0,4334.0,4581.0,247.0
25,1,M1,0,0,4581.0,4828.0,247.0
26,1,M1,4,0,4828.0,4956.0,128.0
27,1,M1,4,0,4956.0,5084.0,128.0
28,1,M1,4,0,5084.0,5212.0,128.0
29,1,M1,1,0,5212.0,5426.0,214.0
30,1,M1,0,0,5426.0,5673.0,247.0
31,1,M1,0,0,5673.0,5920.0,247.0
32,1,M1,4,0,5920.0,6048.0,128.0
33,1,M1,1,0,6048.0,6262.0,214.0
34,1,M1,4,0,6262.0,6390.0,128.0
35,1,M1,4,0,6390.0,6518.0,128.0
36,1,M1,4,0,6518.0,6646.0,128.0
37,1,M1,1,0,6646.0,6860.0,214.0
38,1,M1,1,0,6860.0,7074.0,214.0
39,1,M1,0,0,7074.0,7321.0,247.0
40,1,M1,0,0,7321.0,7568.0,247.0
41,1,M1,1,0,7568.0,7782.0,214.0
42,1,M1,1,0,7782.0,7996.0,214.0
43,1,M1,0,0,7996.0,8243.0,247.0
44,1,M1,0,0,8243.0,8490.0,247.0
45,1,M1,0,0,8490.0,8737.0,247.0
46,1,M1,1,0,8737.0,8951.0,214.0
47,1,M1,1,0,8951.0,9165.0,214.0
48,1,M1,4,0,9165.0,9293.0,128.0
49,1,M1,2,0,9293.0,9380.0,87.0
50,1,M1,4,0,9380.0,9508.0,128.0
51,1,M1,4,0,9508.0,9636.0,128.0
52,1,M1,0,0,9636.0,9883.0,247.0
53,1,M1,0,0,9883.0,10130.0,247.0
54,1,M1,2,0,10130.0,10217.0,87.0
55,1,M1,0,0,10217.0,10464.0,247.0
56,1,M1,1,0,10464.0,10678.0,214.0
57,1,M1,4,0,10678.0,10806.0,128.0
58,1,M1,4,0,10806.0,10934.0,128.0
59,1,M1,4,0,10934.0,11062.0,128.0
60,1,M1,1,0,11062.0,11276.0,214.0
