seq,machine,type,op,start,end,duration
1,0,2,0,0.0,87.0,87.0
2,0,0,0,87.0,334.0,247.0
3,0,1,0,334.0,548.0,214.0
4,0,3,0,548.0,635.0,87.0
5,0,2,0,635.0,722.0,87.0
6,0,4,0,722.0,850.0,128.0
7,0,0,0,850.0,1097.0,247.0
8,0,2,0,1097.0,1184.0,87.0
9,0,3,0,1184.0,1271.0,87.0
10,0,1,0,1271.0,1485.0,214.0
11,0,1,0,1485.0,1699.0,214.0
12,0,3,0,1699.0,1786.0,87.0
13,0,2,0,1786.0,1873.0,87.0
14,0,0,0,1873.0,2120.0,247.0
15,0,0,0,2120.0,2367.0,247.0
16,0,3,0,2367.0,2454.0,87.0
17,0,2,0,2454.0,2541.0,87.0
18,0,2,0,2541.0,2628.0,87.0
19,0,3,0,2628.0,2715.0,87.0
20,0,1,0,2715.0,2929.0,214.0
21,0,3,0,2929.0,3016.0,87.0
22,0,1,0,3016.0,3230.0,214.0
23,0,3,0,3230.0,3317.0,87.0
24,0,2,0,3317.0,3404.0,87.0
25,0,0,0,3404.0,3651.0,247.0
26,0,4,0,3651.0,3779.0,128.0
27,0,0,0,3779.0,4026.0,247.0
28,0,2,0,4026.0,4113.0,87.0
29,0,3,0,4113.0,4200.0,87.0
30,0,3,0,4200.0,4287.0,87.0
31,0,1,0,4287.0,4501.0,214.0
32,0,2,0,4501.0,4588.0,87.0
33,0,3,0,4588.0,4675.0,87.0
34,0,2,0,4675.0,4762.0,87.0
35,0,2,0,4762.0,4849.0,87.0
36,0,0,0,4849.0,5096.0,247.0
37,0,1,0,5096.0,5310.0,214.0
38,0,3,0,5310.0,5397.0,87.0
39,0,3,0,5397.0,5484.0,87.0
40,0,0,0,5484.0,5731.0,247.0
41,0,3,0,5731.0,5818.0,87.0
42,0,1,0,5818.0,6032.0,214.0
43,0,2,0,6032.0,6119.0,87.0
44,0,0,0,6119.0,6366.0,247.0
45,0,3,0,6366.0,6453.0,87.0
46,0,0,0,6453.0,6700.0,247.0
47,0,1,0,6700.0,6914.0,214.0
48,0,2,0,6914.0,7001.0,87.0
49,0,4,0,7001.0,7129.0,128.0
50,0,2,0,7129.0,7216.0,87.0
51,0,3,0,7216.0,7303.0,87.0
52,0,2,0,7303.0,7390.0,87.0
53,0,1,0,7390.0,7604.0,214.0
54,0,3,0,7604.0,7691.0,87.0
55,0,3,0,7691.0,7778.0,87.0
56,0,0,0,7778.0,8025.0,247.0
57,0,3,0,8025.0,8112.0,87.0
58,0,3,0,8112.0,8199.0,87.0
