seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,4,0,0.0,4.0,4.0
2,1,M1,0,1,4.0,5.0,1.0
3,1,M1,0,1,5.0,6.0,1.0
4,1,M1,4,0,6.0,10.0,4.0
5,1,M1,4,0,10.0,14.0,4.0
6,1,M1,4,4,14.0,16.0,2.0
7,1,M1,4,0,16.0,20.0,4.0
8,1,M1,4,4,20.0,22.0,2.0
9,1,M1,1,3,22.0,26.0,4.0
10,1,M1,0,1,26.0,27.0,1.0
11,1,M1,4,4,27.0,29.0,2.0
12,1,M1,4,0,29.0,33.0,4.0
13,1,M1,4,4,33.0,35.0,2.0
14,1,M1,1,3,35.0,39.0,4.0
15,1,M1,0,1,39.0,40.0,1.0
16,1,M1,4,6,40.0,51.0,11.0
17,1,M1,0,1,51.0,52.0,1.0
18,1,M1,4,4,52.0,54.0,2.0
19,1,M1,4,0,54.0,58.0,4.0
20,1,M1,4,0,58.0,62.0,4.0
21,1,M1,0,1,62.0,63.0,1.0
22,1,M1,4,0,63.0,67.0,4.0
23,1,M1,4,0,67.0,71.0,4.0
24,1,M1,1,3,71.0,75.0,4.0
25,1,M1,4,4,75.0,77.0,2.0
26,1,M1,4,4,77.0,79.0,2.0
27,1,M1,4,6,79.0,90.0,11.0
28,1,M1,1,3,90.0,94.0,4.0
29,1,M1,0,1,94.0,95.0,1.0
30,1,M1,4,4,95.0,97.0,2.0
31,1,M1,1,3,97.0,101.0,4.0
32,1,M1,4,4,101.0,103.0,2.0
33,1,M1,4,0,103.0,107.0,4.0
34,1,M1,0,1,107.0,108.0,1.0
35,1,M1,0,1,108.0,109.0,1.0
36,1,M1,0,1,109.0,110.0,1.0
37,1,M1,1,3,111.0,115.0,4.0
38,1,M1,4,4,117.0,119.0,2.0
39,1,M1,4,6,120.0,131.0,11.0
40,1,M1,1,3,145.0,149.0,4.0
41,1,M1,1,3,159.0,163.0,4.0
42,1,M1,1,3,173.0,177.0,4.0
43,1,M1,1,3,187.0,191.0,4.0
44,2,M2,2,1,3.0,5.0,2.0
45,2,M2,1,1,5.0,7.0,2.0
46,2,M2,2,1,7.0,9.0,2.0
47,2,M2,1,1,10.0,12.0,2.0
48,2,M2,2,1,13.0,15.0,2.0
49,2,M2,2,1,16.0,18.0,2.0
50,2,M2,1,1,18.0,20.0,2.0
51,2,M2,2,1,20.0,22.0,2.0
52,2,M2,2,1,22.0,24.0,2.0
53,2,M2,2,1,25.0,27.0,2.0
54,2,M2,1,5,28.0,30.0,2.0
55,2,M2,2,1,30.0,32.0,2.0
56,2,M2,1,1,32.0,34.0,2.0
57,2,M2,1,1,35.0,37.0,2.0
58,2,M2,2,1,37.0,39.0,2.0
59,2,M2,2,1,39.0,41.0,2.0
60,2,M2,1,5,41.0,43.0,2.0
61,2,M2,1,1,49.0,51.0,2.0
62,2,M2,1,1,54.0,56.0,2.0
63,2,M2,1,1,59.0,61.0,2.0
64,2,M2,1,1,64.0,66.0,2.0
65,2,M2,1,5,76.0,78.0,2.0
66,2,M2,1,1,84.0,86.0,2.0
67,2,M2,1,5,95.0,97.0,2.0
68,2,M2,1,5,102.0,104.0,2.0
69,2,M2,1,5,116.0,118.0,2.0
70,2,M2,1,5,150.0,152.0,2.0
71,2,M2,1,5,164.0,166.0,2.0
72,2,M2,1,5,178.0,180.0,2.0
73,2,M2,1,5,192.0,194.0,2.0
74,3,M3,3,3,11.0,15.0,4.0
75,3,M3,3,3,19.0,23.0,4.0
76,3,M3,2,5,26.0,32.0,6.0
77,3,M3,1,6,32.0,35.0,3.0
78,3,M3,3,3,37.0,41.0,4.0
79,3,M3,1,6,43.0,46.0,3.0
80,3,M3,2,5,46.0,52.0,6.0
81,3,M3,3,3,70.0,74.0,4.0
82,3,M3,2,5,77.0,83.0,6.0
83,3,M3,1,6,83.0,86.0,3.0
84,3,M3,3,3,87.0,91.0,4.0
85,3,M3,2,5,91.0,97.0,6.0
86,3,M3,1,6,97.0,100.0,3.0
87,3,M3,2,5,103.0,109.0,6.0
88,3,M3,3,3,109.0,113.0,4.0
89,3,M3,3,3,113.0,117.0,4.0
90,3,M3,2,5,117.0,123.0,6.0
91,3,M3,3,3,123.0,127.0,4.0
92,3,M3,1,6,127.0,130.0,3.0
93,3,M3,2,5,130.0,136.0,6.0
94,3,M3,1,6,136.0,139.0,3.0
95,3,M3,3,3,139.0,143.0,4.0
96,3,M3,2,5,143.0,149.0,6.0
97,3,M3,1,6,152.0,155.0,3.0
