seq,machine,type,op,start,end,duration
1,0,0,0,0.0,17.0,17.0
2,0,0,0,17.0,34.0,17.0
3,0,1,0,34.0,64.0,30.0
4,0,1,0,64.0,94.0,30.0
5,0,1,0,94.0,124.0,30.0
6,0,1,0,124.0,154.0,30.0
7,0,0,0,154.0,171.0,17.0
8,0,1,0,171.0,201.0,30.0
9,0,1,0,201.0,231.0,30.0
10,0,0,0,231.0,248.0,17.0
11,0,0,0,248.0,265.0,17.0
12,0,1,0,265.0,295.0,30.0
13,0,1,0,295.0,325.0,30.0
14,0,1,0,325.0,355.0,30.0
15,0,0,0,355.0,372.0,17.0
16,0,1,0,372.0,402.0,30.0
17,0,1,0,402.0,432.0,30.0
18,0,1,0,432.0,462.0,30.0
19,0,1,0,462.0,492.0,30.0
20,0,0,0,492.0,509.0,17.0
21,0,1,0,509.0,539.0,30.0
22,0,1,0,539.0,569.0,30.0
23,0,2,0,569.0,625.0,56.0
24,0,0,0,625.0,642.0,17.0
25,0,1,0,642.0,672.0,30.0
26,0,1,0,672.0,702.0,30.0
27,0,1,0,702.0,732.0,30.0
28,0,0,0,732.0,749.0,17.0
29,0,0,0,749.0,766.0,17.0
30,0,1,0,766.0,796.0,30.0
31,0,1,0,796.0,826.0,30.0
32,0,1,0,826.0,856.0,30.0
33,0,2,0,856.0,912.0,56.0
34,0,1,0,912.0,942.0,30.0
35,0,0,0,942.0,959.0,17.0
36,0,1,0,959.0,989.0,30.0
37,0,1,0,989.0,1019.0,30.0
38,0,1,0,1019.0,1049.0,30.0
39,0,0,0,1049.0,1066.0,17.0
40,0,0,0,1066.0,1083.0,17.0
41,0,1,0,1083.0,1113.0,30.0
42,0,2,0,1113.0,1169.0,56.0
43,0,1,0,1169.0,1199.0,30.0
44,0,1,0,1199.0,1229.0,30.0
45,0,0,0,1229.0,1246.0,17.0
46,0,0,0,1246.0,1263.0,17.0
47,0,0,0,1263.0,1280.0,17.0
48,0,2,0,1280.0,1336.0,56.0
49,0,0,0,1336.0,1353.0,17.0
50,0,0,0,1353.0,1370.0,17.0
51,0,0,0,1370.0,1387.0,17.0
52,0,0,0,1387.0,1404.0,17.0
53,0,2,0,1404.0,1460.0,56.0
54,0,0,0,1460.0,1477.0,17.0
55,0,0,0,1477.0,1494.0,17.0
56,0,2,0,1494.0,1550.0,56.0
57,0,0,0,1550.0,1567.0,17.0
58,0,0,0,1567.0,1584.0,17.0
59,0,2,0,1584.0,1640.0,56.0
60,0,0,0,1640.0,1657.0,17.0
61,0,2,0,1657.0,1713.0,56.0
62,0,0,0,1713.0,1730.0,17.0
63,0,0,0,1730.0,1747.0,17.0
64,0,2,0,1747.0,1803.0,56.0
65,0,0,0,1803.0,1820.0,17.0
66,0,0,0,1820.0,1837.0,17.0
67,0,2,0,1837.0,1893.0,56.0
68,0,0,0,1893.0,1910.0,17.0
69,0,2,0,1910.0,1966.0,56.0
70,0,0,0,1966.0,1983.0,17.0
71,0,0,0,1983.0,2000.0,17.0
72,0,0,0,2000.0,2017.0,17.0
73,0,0,0,2017.0,2034.0,17.0
74,1,2,0,0.0,62.0,62.0
75,1,0,1,62.0,102.0,40.0
76,1,0,1,102.0,142.0,40.0
77,1,1,1,142.0,197.0,55.0
78,1,0,1,197.0,237.0,40.0
79,1,1,1,237.0,292.0,55.0
80,1,0,1,292.0,332.0,40.0
81,1,2,1,332.0,402.0,70.0
82,1,0,1,402.0,442.0,40.0
83,1,0,1,442.0,482.0,40.0
84,1,1,1,482.0,537.0,55.0
85,1,0,1,537.0,577.0,40.0
86,1,1,1,577.0,632.0,55.0
87,1,2,1,632.0,702.0,70.0
88,1,0,1,702.0,742.0,40.0
89,1,1,1,742.0,797.0,55.0
90,1,0,1,797.0,837.0,40.0
91,1,0,1,837.0,877.0,40.0
92,1,1,1,877.0,932.0,55.0
93,1,2,1,932.0,1002.0,70.0
94,1,0,1,1002.0,1042.0,40.0
95,1,1,1,1042.0,1097.0,55.0
96,1,0,1,1097.0,1137.0,40.0
97,1,0,1,1137.0,1177.0,40.0
98,1,2,1,1177.0,1247.0,70.0
99,1,1,1,1247.0,1302.0,55.0
100,1,1,1,1302.0,1357.0,55.0
101,1,2,1,1357.0,1427.0,70.0
102,1,1,1,1427.0,1482.0,55.0
