seq,machine,type,op,start,end,duration
1,0,0,0,0.0,117.0,117.0
2,0,0,0,117.0,234.0,117.0
3,0,0,0,234.0,351.0,117.0
4,0,0,0,351.0,468.0,117.0
5,0,0,0,468.0,585.0,117.0
6,0,0,0,585.0,702.0,117.0
7,0,0,0,702.0,819.0,117.0
8,0,1,0,819.0,1033.0,214.0
9,0,0,0,1033.0,1150.0,117.0
10,0,1,0,1150.0,1364.0,214.0
11,0,1,0,1364.0,1578.0,214.0
12,0,0,0,1578.0,1695.0,117.0
13,0,0,0,1695.0,1812.0,117.0
14,0,1,0,1812.0,2026.0,214.0
15,0,0,0,2026.0,2143.0,117.0
16,0,0,0,2143.0,2260.0,117.0
17,0,1,0,2260.0,2474.0,214.0
18,0,0,0,2474.0,2591.0,117.0
19,0,1,0,2591.0,2805.0,214.0
20,0,0,0,2805.0,2922.0,117.0
21,0,1,0,2922.0,3136.0,214.0
22,0,0,0,3136.0,3253.0,117.0
23,0,1,0,3253.0,3467.0,214.0
24,0,1,0,3467.0,3681.0,214.0
25,0,0,0,3681.0,3798.0,117.0
26,0,0,0,3798.0,3915.0,117.0
27,0,0,0,3915.0,4032.0,117.0
28,0,1,0,4032.0,4246.0,214.0
29,0,1,0,4246.0,4460.0,214.0
30,0,0,0,4460.0,4577.0,117.0
31,0,0,0,4577.0,4694.0,117.0
32,0,0,0,4694.0,4811.0,117.0
33,0,1,0,4811.0,5025.0,214.0
34,0,1,0,5025.0,5239.0,214.0
35,0,1,0,5239.0,5453.0,214.0
36,0,1,0,5453.0,5667.0,214.0
37,1,2,0,0.0,62.0,62.0
38,1,2,0,62.0,124.0,62.0
39,1,2,0,124.0,186.0,62.0
40,1,0,1,186.0,316.0,130.0
41,1,2,0,316.0,378.0,62.0
42,1,2,0,378.0,440.0,62.0
43,1,2,0,440.0,502.0,62.0
44,1,0,1,502.0,632.0,130.0
45,1,2,0,632.0,694.0,62.0
46,1,2,0,694.0,756.0,62.0
47,1,0,1,756.0,886.0,130.0
48,1,2,0,886.0,948.0,62.0
49,1,2,0,948.0,1010.0,62.0
50,1,0,1,1010.0,1140.0,130.0
51,1,1,1,1140.0,1206.0,66.0
52,1,2,0,1206.0,1268.0,62.0
53,1,2,0,1268.0,1330.0,62.0
54,1,2,0,1330.0,1392.0,62.0
55,1,1,1,1392.0,1458.0,66.0
56,1,0,1,1458.0,1588.0,130.0
57,1,1,1,1588.0,1654.0,66.0
58,1,2,0,1654.0,1716.0,62.0
59,1,2,0,1716.0,1778.0,62.0
60,1,0,1,1778.0,1908.0,130.0
61,1,2,0,1908.0,1970.0,62.0
62,1,2,0,1970.0,2032.0,62.0
63,1,1,1,2032.0,2098.0,66.0
64,1,2,0,2098.0,2160.0,62.0
65,1,0,1,2160.0,2290.0,130.0
66,1,2,0,2290.0,2352.0,62.0
67,1,2,0,2352.0,2414.0,62.0
68,1,0,1,2414.0,2544.0,130.0
69,1,1,1,2544.0,2610.0,66.0
70,1,1,1,2610.0,2676.0,66.0
71,1,2,0,2676.0,2738.0,62.0
72,1,0,1,2738.0,2868.0,130.0
73,1,0,1,2868.0,2998.0,130.0
74,1,2,0,2998.0,3060.0,62.0
75,1,2,0,3060.0,3122.0,62.0
76,1,2,0,3122.0,3184.0,62.0
77,1,2,0,3184.0,3246.0,62.0
78,1,0,1,3246.0,3376.0,130.0
79,1,0,1,3376.0,3506.0,130.0
80,1,1,1,3506.0,3572.0,66.0
81,1,2,0,3572.0,3634.0,62.0
82,1,2,0,3634.0,3696.0,62.0
83,1,1,1,3696.0,3762.0,66.0
84,1,2,0,3762.0,3824.0,62.0
85,1,0,1,3824.0,3954.0,130.0
86,1,0,1,3954.0,4084.0,130.0
87,1,2,0,4084.0,4146.0,62.0
88,1,2,0,4146.0,4208.0,62.0
89,1,2,0,4208.0,4270.0,62.0
90,1,1,1,4270.0,4336.0,66.0
91,1,0,1,4336.0,4466.0,130.0
92,1,1,1,4466.0,4532.0,66.0
93,1,2,0,4532.0,4594.0,62.0
94,1,0,1,4594.0,4724.0,130.0
95,1,0,1,4724.0,4854.0,130.0
96,1,2,0,4854.0,4916.0,62.0
97,1,2,0,4916.0,4978.0,62.0
98,1,2,0,4978.0,5040.0,62.0
99,1,1,1,5040.0,5106.0,66.0
100,1,0,1,5106.0,5236.0,130.0
101,1,0,1,5236.0,5366.0,130.0
102,1,1,1,5366.0,5432.0,66.0
103,1,2,0,5432.0,5494.0,62.0
104,1,1,1,5494.0,5560.0,66.0
105,1,0,1,5560.0,5690.0,130.0
106,1,1,1,5690.0,5756.0,66.0
107,2,1,0,0.0,150.0,150.0
108,2,1,1,150.0,205.0,55.0
109,2,1,0,205.0,355.0,150.0
110,2,1,1,355.0,410.0,55.0
111,2,1,0,410.0,560.0,150.0
112,2,1,1,560.0,615.0,55.0
113,2,1,0,615.0,765.0,150.0
114,2,1,1,765.0,820.0,55.0
115,2,1,0,820.0,970.0,150.0
116,2,1,1,970.0,1025.0,55.0
117,2,1,0,1025.0,1175.0,150.0
118,2,1,1,1175.0,1230.0,55.0
119,2,1,0,1230.0,1380.0,150.0
120,2,1,1,1380.0,1435.0,55.0
121,2,1,0,1435.0,1585.0,150.0
122,2,1,1,1585.0,1640.0,55.0
123,2,1,0,1640.0,1790.0,150.0
124,2,1,1,1790.0,1845.0,55.0
125,2,1,0,1845.0,1995.0,150.0
126,2,1,1,1995.0,2050.0,55.0
127,2,1,0,2050.0,2200.0,150.0
128,2,1,1,2200.0,2255.0,55.0
129,2,1,0,2255.0,2405.0,150.0
130,2,1,1,2405.0,2460.0,55.0
131,2,1,0,2460.0,2610.0,150.0
132,2,1,0,2610.0,2760.0,150.0
133,2,1,1,2760.0,2815.0,55.0
134,2,1,1,2815.0,2870.0,55.0
135,2,1,0,2870.0,3020.0,150.0
136,2,1,1,3020.0,3075.0,55.0
137,2,1,2,3075.0,3140.0,65.0
