seq,machine,type,op,start,end,duration
1,0,0,0,0.0,147.0,147.0
2,0,0,0,147.0,294.0,147.0
3,0,1,0,294.0,508.0,214.0
4,0,1,0,508.0,722.0,214.0
5,0,0,0,722.0,869.0,147.0
6,0,0,0,869.0,1016.0,147.0
7,0,0,0,1016.0,1163.0,147.0
8,0,0,0,1163.0,1310.0,147.0
9,0,0,0,1310.0,1457.0,147.0
10,0,0,0,1457.0,1604.0,147.0
11,0,0,0,1604.0,1751.0,147.0
12,0,0,0,1751.0,1898.0,147.0
13,0,0,0,1898.0,2045.0,147.0
14,0,1,0,2045.0,2259.0,214.0
15,0,1,0,2259.0,2473.0,214.0
16,0,0,0,2473.0,2620.0,147.0
17,0,0,0,2620.0,2767.0,147.0
18,0,0,0,2767.0,2914.0,147.0
19,0,0,0,2914.0,3061.0,147.0
20,0,1,0,3061.0,3275.0,214.0
21,0,1,0,3275.0,3489.0,214.0
22,0,0,0,3489.0,3636.0,147.0
23,0,0,0,3636.0,3783.0,147.0
24,0,1,0,3783.0,3997.0,214.0
25,0,1,0,3997.0,4211.0,214.0
26,0,0,0,4211.0,4358.0,147.0
27,0,0,0,4358.0,4505.0,147.0
28,0,0,0,4505.0,4652.0,147.0
29,0,1,0,4652.0,4866.0,214.0
30,0,1,0,4866.0,5080.0,214.0
31,0,0,0,5080.0,5227.0,147.0
32,0,0,0,5227.0,5374.0,147.0
33,0,1,0,5374.0,5588.0,214.0
34,0,1,0,5588.0,5802.0,214.0
35,0,0,0,5802.0,5949.0,147.0
36,0,0,0,5949.0,6096.0,147.0
37,0,0,0,6096.0,6243.0,147.0
38,0,1,0,6243.0,6457.0,214.0
39,0,1,0,6457.0,6671.0,214.0
40,0,1,0,6671.0,6885.0,214.0
41,0,0,0,6885.0,7032.0,147.0
42,0,0,0,7032.0,7179.0,147.0
43,0,0,0,7179.0,7326.0,147.0
44,0,1,0,7326.0,7540.0,214.0
45,0,1,0,7540.0,7754.0,214.0
46,0,0,0,7754.0,7901.0,147.0
47,0,0,0,7901.0,8048.0,147.0
48,0,1,0,8048.0,8262.0,214.0
49,0,1,0,8262.0,8476.0,214.0
50,0,0,0,8476.0,8623.0,147.0
51,0,0,0,8623.0,8770.0,147.0
52,0,0,0,8770.0,8917.0,147.0
53,0,1,0,8917.0,9131.0,214.0
54,0,1,0,9131.0,9345.0,214.0
55,0,0,0,9345.0,9492.0,147.0
56,0,0,0,9492.0,9639.0,147.0
57,0,1,0,9639.0,9853.0,214.0
58,0,1,0,9853.0,10067.0,214.0
59,0,0,0,10067.0,10214.0,147.0
60,0,1,0,10214.0,10428.0,214.0
61,1,2,0,0.0,62.0,62.0
62,1,2,0,62.0,124.0,62.0
63,1,3,0,124.0,189.0,65.0
64,1,1,1,189.0,255.0,66.0
65,1,0,1,255.0,385.0,130.0
66,1,0,1,385.0,515.0,130.0
67,1,1,1,515.0,581.0,66.0
68,1,2,0,581.0,643.0,62.0
69,1,2,0,643.0,705.0,62.0
70,1,1,1,705.0,771.0,66.0
71,1,1,1,771.0,837.0,66.0
72,1,3,0,837.0,902.0,65.0
73,1,0,1,902.0,1032.0,130.0
74,1,0,1,1032.0,1162.0,130.0
75,1,2,0,1162.0,1224.0,62.0
76,1,1,1,1224.0,1290.0,66.0
77,1,0,1,1290.0,1420.0,130.0
78,1,1,1,1420.0,1486.0,66.0
79,1,3,0,1486.0,1551.0,65.0
80,1,2,0,1551.0,1613.0,62.0
81,1,3,0,1613.0,1678.0,65.0
82,1,3,0,1678.0,1743.0,65.0
83,1,2,0,1743.0,1805.0,62.0
84,1,2,0,1805.0,1867.0,62.0
85,1,0,1,1867.0,1997.0,130.0
86,1,0,1,1997.0,2127.0,130.0
87,1,2,0,2127.0,2189.0,62.0
88,1,2,0,2189.0,2251.0,62.0
89,1,0,1,2251.0,2381.0,130.0
90,1,1,1,2381.0,2447.0,66.0
91,1,1,1,2447.0,2513.0,66.0
92,1,1,1,2513.0,2579.0,66.0
93,1,3,0,2579.0,2644.0,65.0
94,1,3,0,2644.0,2709.0,65.0
95,1,2,0,2709.0,2771.0,62.0
96,1,2,0,2771.0,2833.0,62.0
97,1,0,1,2833.0,2963.0,130.0
98,1,2,0,2963.0,3025.0,62.0
99,1,0,1,3025.0,3155.0,130.0
100,1,2,0,3155.0,3217.0,62.0
101,1,3,0,3217.0,3282.0,65.0
102,1,1,1,3282.0,3348.0,66.0
103,1,0,1,3348.0,3478.0,130.0
104,1,0,1,3478.0,3608.0,130.0
105,1,1,1,3608.0,3674.0,66.0
106,1,2,0,3674.0,3736.0,62.0
107,1,3,0,3736.0,3801.0,65.0
108,1,2,0,3801.0,3863.0,62.0
109,1,3,0,3863.0,3928.0,65.0
110,1,0,1,3928.0,4058.0,130.0
111,1,1,1,4058.0,4124.0,66.0
112,1,0,1,4124.0,4254.0,130.0
113,1,1,1,4254.0,4320.0,66.0
114,1,2,0,4320.0,4382.0,62.0
115,1,2,0,4382.0,4444.0,62.0
116,1,2,0,4444.0,4506.0,62.0
117,1,3,0,4506.0,4571.0,65.0
118,1,2,0,4571.0,4633.0,62.0
119,1,0,1,4633.0,4763.0,130.0
120,1,0,1,4763.0,4893.0,130.0
121,1,1,1,4893.0,4959.0,66.0
122,1,3,0,4959.0,5024.0,65.0
123,1,3,0,5024.0,5089.0,65.0
124,1,1,1,5089.0,5155.0,66.0
125,1,2,0,5155.0,5217.0,62.0
126,1,0,1,5217.0,5347.0,130.0
127,1,3,0,5347.0,5412.0,65.0
128,1,2,0,5412.0,5474.0,62.0
129,1,0,1,5474.0,5604.0,130.0
130,1,1,1,5604.0,5670.0,66.0
131,1,0,1,5670.0,5800.0,130.0
132,1,2,0,5800.0,5862.0,62.0
133,1,1,1,5862.0,5928.0,66.0
134,1,2,0,5928.0,5990.0,62.0
135,1,2,0,5990.0,6052.0,62.0
136,1,3,0,6052.0,6117.0,65.0
137,1,0,1,6117.0,6247.0,130.0
138,1,2,0,6247.0,6309.0,62.0
139,1,0,1,6309.0,6439.0,130.0
140,1,3,0,6439.0,6504.0,65.0
141,1,1,1,6504.0,6570.0,66.0
142,1,0,1,6570.0,6700.0,130.0
143,1,1,1,6700.0,6766.0,66.0
144,1,2,0,6766.0,6828.0,62.0
145,1,2,0,6828.0,6890.0,62.0
146,1,1,1,6890.0,6956.0,66.0
147,1,3,0,6956.0,7021.0,65.0
148,1,0,1,7021.0,7151.0,130.0
149,1,2,0,7151.0,7213.0,62.0
150,1,0,1,7213.0,7343.0,130.0
151,1,3,0,7343.0,7408.0,65.0
152,1,3,0,7408.0,7473.0,65.0
153,1,2,0,7473.0,7535.0,62.0
154,1,2,0,7535.0,7597.0,62.0
155,1,1,1,7597.0,7663.0,66.0
156,1,0,1,7663.0,7793.0,130.0
157,1,1,1,7793.0,7859.0,66.0
158,1,0,1,7859.0,7989.0,130.0
159,1,2,0,7989.0,8051.0,62.0
160,1,2,0,8051.0,8113.0,62.0
161,1,3,0,8113.0,8178.0,65.0
162,1,0,1,8178.0,8308.0,130.0
163,1,1,1,8308.0,8374.0,66.0
164,1,0,1,8374.0,8504.0,130.0
165,1,1,1,8504.0,8570.0,66.0
166,1,2,0,8570.0,8632.0,62.0
167,1,3,0,8632.0,8697.0,65.0
168,1,2,0,8697.0,8759.0,62.0
169,1,2,0,8759.0,8821.0,62.0
170,1,3,0,8821.0,8886.0,65.0
171,1,0,1,8886.0,9016.0,130.0
172,1,0,1,9016.0,9146.0,130.0
173,1,1,1,9146.0,9212.0,66.0
174,1,2,0,9212.0,9274.0,62.0
175,1,3,0,9274.0,9339.0,65.0
176,1,2,0,9339.0,9401.0,62.0
177,1,1,1,9401.0,9467.0,66.0
178,1,0,1,9467.0,9597.0,130.0
179,1,3,0,9597.0,9662.0,65.0
180,1,0,1,9662.0,9792.0,130.0
181,1,2,0,9792.0,9854.0,62.0
182,1,1,1,9854.0,9920.0,66.0
183,1,0,1,9920.0,10050.0,130.0
184,1,2,0,10050.0,10112.0,62.0
185,1,1,1,10112.0,10178.0,66.0
186,1,3,0,10178.0,10243.0,65.0
187,1,3,0,10243.0,10308.0,65.0
188,1,2,0,10308.0,10370.0,62.0
189,1,0,1,10370.0,10500.0,130.0
190,1,1,1,10500.0,10566.0,66.0
191,1,0,1,10566.0,10696.0,130.0
192,1,2,0,10696.0,10758.0,62.0
193,1,2,0,10758.0,10820.0,62.0
194,1,2,0,10820.0,10882.0,62.0
195,1,0,1,10882.0,11012.0,130.0
196,1,3,0,11012.0,11077.0,65.0
197,1,2,0,11077.0,11139.0,62.0
198,2,1,0,0.0,150.0,150.0
199,2,2,1,150.0,330.0,180.0
200,2,2,1,330.0,510.0,180.0
201,2,1,0,510.0,660.0,150.0
202,2,2,1,660.0,840.0,180.0
203,2,2,1,840.0,1020.0,180.0
204,2,1,0,1020.0,1170.0,150.0
205,2,1,0,1170.0,1320.0,150.0
206,2,2,1,1320.0,1500.0,180.0
207,2,3,2,1500.0,1636.0,136.0
208,2,2,1,1636.0,1816.0,180.0
209,2,2,1,1816.0,1996.0,180.0
210,2,2,1,1996.0,2176.0,180.0
211,2,1,0,2176.0,2326.0,150.0
212,2,2,1,2326.0,2506.0,180.0
213,2,2,1,2506.0,2686.0,180.0
214,2,3,2,2686.0,2822.0,136.0
215,2,2,1,2822.0,3002.0,180.0
216,2,2,1,3002.0,3182.0,180.0
217,2,2,1,3182.0,3362.0,180.0
218,2,2,1,3362.0,3542.0,180.0
219,2,3,2,3542.0,3678.0,136.0
220,2,3,2,3678.0,3814.0,136.0
221,2,2,1,3814.0,3994.0,180.0
222,2,2,1,3994.0,4174.0,180.0
223,2,3,2,4174.0,4310.0,136.0
224,2,3,2,4310.0,4446.0,136.0
225,2,2,1,4446.0,4626.0,180.0
226,2,2,1,4626.0,4806.0,180.0
227,2,2,1,4806.0,4986.0,180.0
228,2,2,1,4986.0,5166.0,180.0
229,2,3,2,5166.0,5302.0,136.0
230,2,2,1,5302.0,5482.0,180.0
231,2,2,1,5482.0,5662.0,180.0
232,2,3,2,5662.0,5798.0,136.0
233,2,3,2,5798.0,5934.0,136.0
234,2,2,1,5934.0,6114.0,180.0
235,2,2,1,6114.0,6294.0,180.0
236,2,2,1,6294.0,6474.0,180.0
237,2,2,1,6474.0,6654.0,180.0
238,2,3,2,6654.0,6790.0,136.0
239,2,3,2,6790.0,6926.0,136.0
240,2,2,1,6926.0,7106.0,180.0
241,2,2,1,7106.0,7286.0,180.0
242,2,2,1,7286.0,7466.0,180.0
243,2,3,2,7466.0,7602.0,136.0
244,2,2,1,7602.0,7782.0,180.0
245,2,2,1,7782.0,7962.0,180.0
246,2,3,2,7962.0,8098.0,136.0
247,2,2,1,8098.0,8278.0,180.0
248,2,2,1,8278.0,8458.0,180.0
249,2,3,2,8458.0,8594.0,136.0
250,2,3,2,8594.0,8730.0,136.0
251,2,2,1,8730.0,8910.0,180.0
252,2,2,1,8910.0,9090.0,180.0
253,2,2,1,9090.0,9270.0,180.0
254,2,3,2,9270.0,9406.0,136.0
255,2,2,1,9406.0,9586.0,180.0
256,2,2,1,9586.0,9766.0,180.0
257,2,3,2,9766.0,9902.0,136.0
258,2,2,1,9902.0,10082.0,180.0
259,2,3,2,10082.0,10218.0,136.0
260,2,2,1,10218.0,10398.0,180.0
261,2,2,1,10398.0,10578.0,180.0
262,2,3,2,10578.0,10714.0,136.0
263,2,3,2,10714.0,10850.0,136.0
264,2,2,1,10850.0,11030.0,180.0
265,2,2,1,11030.0,11210.0,180.0
266,2,2,1,11210.0,11390.0,180.0
267,2,2,1,11390.0,11570.0,180.0
268,2,3,2,11570.0,11706.0,136.0
269,2,3,2,11706.0,11842.0,136.0
270,3,2,2,330.0,520.0,190.0
271,3,0,2,520.0,670.0,150.0
272,3,0,2,670.0,820.0,150.0
273,3,3,2,820.0,965.0,145.0
274,3,2,2,965.0,1155.0,190.0
275,3,0,2,1155.0,1305.0,150.0
276,3,0,2,1305.0,1455.0,150.0
277,3,0,2,1455.0,1605.0,150.0
278,3,2,2,1605.0,1795.0,190.0
279,3,2,2,1795.0,1985.0,190.0
280,3,3,2,1985.0,2130.0,145.0
281,3,0,2,2130.0,2280.0,150.0
282,3,0,2,2280.0,2430.0,150.0
283,3,0,2,2430.0,2580.0,150.0
284,3,3,2,2580.0,2725.0,145.0
285,3,2,2,2725.0,2915.0,190.0
286,3,3,2,2915.0,3060.0,145.0
287,3,0,2,3060.0,3210.0,150.0
288,3,0,2,3210.0,3360.0,150.0
289,3,2,2,3360.0,3550.0,190.0
290,3,0,2,3550.0,3700.0,150.0
291,3,0,2,3700.0,3850.0,150.0
292,3,2,2,3850.0,4040.0,190.0
293,3,2,2,4040.0,4230.0,190.0
294,3,0,2,4230.0,4380.0,150.0
295,3,0,2,4380.0,4530.0,150.0
296,3,2,2,4530.0,4720.0,190.0
297,3,2,2,4720.0,4910.0,190.0
298,3,0,2,4910.0,5060.0,150.0
299,3,0,2,5060.0,5210.0,150.0
300,3,2,2,5210.0,5400.0,190.0
301,3,0,2,5400.0,5550.0,150.0
302,3,2,2,5550.0,5740.0,190.0
303,3,0,2,5740.0,5890.0,150.0
304,3,0,2,5890.0,6040.0,150.0
305,3,2,2,6040.0,6230.0,190.0
306,3,2,2,6230.0,6420.0,190.0
307,3,0,2,6420.0,6570.0,150.0
308,3,0,2,6570.0,6720.0,150.0
309,3,0,2,6720.0,6870.0,150.0
310,3,2,2,6870.0,7060.0,190.0
311,3,2,2,7060.0,7250.0,190.0
312,3,0,2,7250.0,7400.0,150.0
313,3,0,2,7400.0,7550.0,150.0
314,3,2,2,7550.0,7740.0,190.0
315,3,2,2,7740.0,7930.0,190.0
316,3,0,2,7930.0,8080.0,150.0
317,3,0,2,8080.0,8230.0,150.0
318,3,2,2,8230.0,8420.0,190.0
319,3,0,2,8420.0,8570.0,150.0
320,3,0,2,8570.0,8720.0,150.0
321,3,2,2,8720.0,8910.0,190.0
322,3,2,2,8910.0,9100.0,190.0
323,3,0,2,9100.0,9250.0,150.0
324,3,0,2,9250.0,9400.0,150.0
325,3,2,2,9400.0,9590.0,190.0
326,3,2,2,9590.0,9780.0,190.0
327,3,0,2,9780.0,9930.0,150.0
328,3,0,2,9930.0,10080.0,150.0
329,3,0,2,10080.0,10230.0,150.0
330,3,2,2,10230.0,10420.0,190.0
331,3,2,2,10420.0,10610.0,190.0
332,3,0,2,10610.0,10760.0,150.0
333,3,2,2,10760.0,10950.0,190.0
334,3,0,2,10950.0,11100.0,150.0
335,3,0,2,11100.0,11250.0,150.0
336,3,2,2,11250.0,11440.0,190.0
337,3,3,2,11440.0,11585.0,145.0
338,3,2,2,11585.0,11775.0,190.0
339,4,3,1,189.0,362.0,173.0
340,4,1,2,362.0,540.0,178.0
341,4,2,2,540.0,640.0,100.0
342,4,1,2,640.0,818.0,178.0
343,4,1,2,818.0,996.0,178.0
344,4,3,1,996.0,1169.0,173.0
345,4,1,2,1169.0,1347.0,178.0
346,4,1,2,1347.0,1525.0,178.0
347,4,1,2,1525.0,1703.0,178.0
348,4,3,1,1703.0,1876.0,173.0
349,4,3,1,1876.0,2049.0,173.0
350,4,3,1,2049.0,2222.0,173.0
351,4,2,2,2222.0,2322.0,100.0
352,4,2,2,2322.0,2422.0,100.0
353,4,2,2,2422.0,2522.0,100.0
354,4,1,2,2522.0,2700.0,178.0
355,4,3,1,2700.0,2873.0,173.0
356,4,3,1,2873.0,3046.0,173.0
357,4,1,2,3046.0,3224.0,178.0
358,4,1,2,3224.0,3402.0,178.0
359,4,3,1,3402.0,3575.0,173.0
360,4,1,2,3575.0,3753.0,178.0
361,4,1,2,3753.0,3931.0,178.0
362,4,3,1,3931.0,4104.0,173.0
363,4,3,1,4104.0,4277.0,173.0
364,4,1,2,4277.0,4455.0,178.0
365,4,2,2,4455.0,4555.0,100.0
366,4,1,2,4555.0,4733.0,178.0
367,4,3,1,4733.0,4906.0,173.0
368,4,2,2,4906.0,5006.0,100.0
369,4,1,2,5006.0,5184.0,178.0
370,4,3,1,5184.0,5357.0,173.0
371,4,3,1,5357.0,5530.0,173.0
372,4,3,1,5530.0,5703.0,173.0
373,4,1,2,5703.0,5881.0,178.0
374,4,2,2,5881.0,5981.0,100.0
375,4,1,2,5981.0,6159.0,178.0
376,4,3,1,6159.0,6332.0,173.0
377,4,1,2,6332.0,6510.0,178.0
378,4,3,1,6510.0,6683.0,173.0
379,4,1,2,6683.0,6861.0,178.0
380,4,2,2,6861.0,6961.0,100.0
381,4,1,2,6961.0,7139.0,178.0
382,4,3,1,7139.0,7312.0,173.0
383,4,1,2,7312.0,7490.0,178.0
384,4,3,1,7490.0,7663.0,173.0
385,4,3,1,7663.0,7836.0,173.0
386,4,1,2,7836.0,8014.0,178.0
387,4,2,2,8014.0,8114.0,100.0
388,4,1,2,8114.0,8292.0,178.0
389,4,3,1,8292.0,8465.0,173.0
390,4,1,2,8465.0,8643.0,178.0
391,4,2,2,8643.0,8743.0,100.0
392,4,3,1,8743.0,8916.0,173.0
393,4,3,1,8916.0,9089.0,173.0
394,4,1,2,9089.0,9267.0,178.0
395,4,1,2,9267.0,9445.0,178.0
396,4,3,1,9445.0,9618.0,173.0
397,4,1,2,9618.0,9796.0,178.0
398,4,3,1,9796.0,9969.0,173.0
399,4,2,2,9969.0,10069.0,100.0
400,4,1,2,10069.0,10247.0,178.0
401,4,3,1,10247.0,10420.0,173.0
402,4,1,2,10420.0,10598.0,178.0
403,4,3,1,10598.0,10771.0,173.0
404,4,2,2,10771.0,10871.0,100.0
405,4,1,2,10871.0,11049.0,178.0
406,4,2,2,11049.0,11149.0,100.0
407,4,3,1,11149.0,11322.0,173.0
408,4,2,2,11322.0,11422.0,100.0
409,4,2,2,11422.0,11522.0,100.0
410,4,2,2,11522.0,11622.0,100.0
411,4,2,2,11622.0,11722.0,100.0
