seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,3,0,0.0,87.0,87.0
2,1,M1,4,0,87.0,215.0,128.0
3,1,M1,0,0,215.0,462.0,247.0
4,1,M1,2,0,462.0,549.0,87.0
5,1,M1,1,0,549.0,763.0,214.0
6,1,M1,1,0,763.0,977.0,214.0
7,1,M1,4,0,977.0,1105.0,128.0
8,1,M1,2,0,1105.0,1192.0,87.0
9,1,M1,2,0,1192.0,1279.0,87.0
10,1,M1,2,0,1279.0,1366.0,87.0
11,1,M1,0,0,1366.0,1613.0,247.0
12,1,M1,0,0,1613.0,1860.0,247.0
13,1,M1,4,0,1860.0,1988.0,128.0
14,1,M1,4,0,1988.0,2116.0,128.0
15,1,M1,4,0,2116.0,2244.0,128.0
16,1,M1,4,0,2244.0,2372.0,128.0
17,1,M1,2,0,2372.0,2459.0,87.0
18,1,M1,2,0,2459.0,2546.0,87.0
19,1,M1,1,0,2546.0,2760.0,214.0
20,1,M1,1,0,2760.0,2974.0,214.0
21,1,M1,0,0,2974.0,3221.0,247.0
22,1,M1,0,0,3221.0,3468.0,247.0
23,1,M1,0,0,3468.0,3715.0,247.0
24,1,M1,0,0,3715.0,3962.0,247.0
25,1,M1,2,0,3962.0,4049.0,87.0
26,1,M1,4,0,4049.0,4177.0,128.0
27,1,M1,2,0,4177.0,4264.0,87.0
28,1,M1,4,0,4264.0,4392.0,128.0
29,1,M1,4,0,4392.0,4520.0,128.0
30,1,M1,0,0,4520.0,4767.0,247.0
31,1,M1,1,0,4767.0,4981.0,214.0
32,1,M1,1,0,4981.0,5195.0,214.0
33,1,M1,2,0,5195.0,5282.0,87.0
34,1,M1,2,0,5282.0,5369.0,87.0
35,1,M1,0,0,5369.0,5616.0,247.0
36,1,M1,4,0,5616.0,5744.0,128.0
37,1,M1,4,0,5744.0,5872.0,128.0
38,1,M1,4,0,5872.0,6000.0,128.0
39,1,M1,4,0,6000.0,6128.0,128.0
40,1,M1,3,0,6128.0,6215.0,87.0
41,1,M1,2,0,6215.0,6302.0,87.0
42,1,M1,1,0,6302.0,6516.0,214.0
43,1,M1,2,0,6516.0,6603.0,87.0
44,1,M1,2,0,6603.0,6690.0,87.0
45,1,M1,0,0,6690.0,6937.0,247.0
46,1,M1,0,0,6937.0,7184.0,247.0
47,1,M1,1,0,7184.0,7398.0,214.0
48,1,M1,1,0,7398.0,7612.0,214.0
49,1,M1,2,0,7612.0,7699.0,87.0
50,1,M1,2,0,7699.0,7786.0,87.0
51,1,M1,2,0,7786.0,7873.0,87.0
52,1,M1,2,0,7873.0,7960.0,87.0
53,1,M1,2,0,7960.0,8047.0,87.0
54,1,M1,2,0,8047.0,8134.0,87.0
55,1,M1,4,0,8134.0,8262.0,128.0
56,1,M1,4,0,8262.0,8390.0,128.0
57,1,M1,4,0,8390.0,8518.0,128.0
58,1,M1,4,0,8518.0,8646.0,128.0
59,1,M1,0,0,8646.0,8893.0,247.0
60,1,M1,4,0,8893.0,9021.0,128.0
61,1,M1,4,0,9021.0,9149.0,128.0
62,1,M1,4,0,9149.0,9277.0,128.0
63,1,M1,4,0,9277.0,9405.0,128.0
64,1,M1,1,0,9405.0,9619.0,214.0
65,1,M1,4,0,9619.0,9747.0,128.0
66,1,M1,2,0,9747.0,9834.0,87.0
67,1,M1,2,0,9834.0,9921.0,87.0
68,1,M1,0,0,9921.0,10168.0,247.0
69,1,M1,2,0,10168.0,10255.0,87.0
70,1,M1,0,0,10255.0,10502.0,247.0
71,1,M1,1,0,10502.0,10716.0,214.0
72,1,M1,4,0,10716.0,10844.0,128.0
73,1,M1,0,0,10844.0,11091.0,247.0
74,1,M1,0,0,11091.0,11338.0,247.0
75,1,M1,0,0,11338.0,11585.0,247.0
76,1,M1,2,0,11585.0,11672.0,87.0
77,1,M1,1,0,11672.0,11886.0,214.0
78,1,M1,1,0,11886.0,12100.0,214.0
79,1,M1,1,0,12100.0,12314.0,214.0
80,1,M1,3,0,12314.0,12401.0,87.0
