seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,2,0,0.0,87.0,87.0
2,1,M1,4,0,87.0,215.0,128.0
3,1,M1,2,0,215.0,302.0,87.0
4,1,M1,4,0,302.0,430.0,128.0
5,1,M1,1,0,430.0,644.0,214.0
6,1,M1,2,0,644.0,731.0,87.0
7,1,M1,3,0,731.0,818.0,87.0
8,1,M1,1,0,818.0,1032.0,214.0
9,1,M1,4,0,1032.0,1160.0,128.0
10,1,M1,2,0,1160.0,1247.0,87.0
11,1,M1,4,0,1247.0,1375.0,128.0
12,1,M1,1,0,1375.0,1589.0,214.0
13,1,M1,2,0,1589.0,1676.0,87.0
14,1,M1,1,0,1676.0,1890.0,214.0
15,1,M1,2,0,1890.0,1977.0,87.0
16,1,M1,0,0,1977.0,2224.0,247.0
17,1,M1,4,0,2224.0,2352.0,128.0
18,1,M1,2,0,2352.0,2439.0,87.0
19,1,M1,1,0,2439.0,2653.0,214.0
20,1,M1,0,0,2653.0,2900.0,247.0
21,1,M1,3,0,2900.0,2987.0,87.0
22,1,M1,4,0,2987.0,3115.0,128.0
23,1,M1,2,0,3115.0,3202.0,87.0
24,1,M1,1,0,3202.0,3416.0,214.0
25,1,M1,2,0,3416.0,3503.0,87.0
26,1,M1,1,0,3503.0,3717.0,214.0
27,1,M1,0,0,3717.0,3964.0,247.0
28,1,M1,4,0,3964.0,4092.0,128.0
29,1,M1,2,0,4092.0,4179.0,87.0
30,1,M1,0,0,4179.0,4426.0,247.0
31,1,M1,1,0,4426.0,4640.0,214.0
32,1,M1,4,0,4640.0,4768.0,128.0
33,1,M1,2,0,4768.0,4855.0,87.0
34,1,M1,1,0,4855.0,5069.0,214.0
35,1,M1,0,0,5069.0,5316.0,247.0
36,1,M1,3,0,5316.0,5403.0,87.0
37,1,M1,4,0,5403.0,5531.0,128.0
38,1,M1,2,0,5531.0,5618.0,87.0
39,1,M1,1,0,5618.0,5832.0,214.0
40,1,M1,0,0,5832.0,6079.0,247.0
41,1,M1,2,0,6079.0,6166.0,87.0
42,1,M1,4,0,6166.0,6294.0,128.0
43,1,M1,1,0,6294.0,6508.0,214.0
44,1,M1,2,0,6508.0,6595.0,87.0
45,1,M1,0,0,6595.0,6842.0,247.0
46,1,M1,4,0,6842.0,6970.0,128.0
47,1,M1,1,0,6970.0,7184.0,214.0
48,1,M1,2,0,7184.0,7271.0,87.0
49,1,M1,1,0,7271.0,7485.0,214.0
50,1,M1,3,0,7485.0,7572.0,87.0
51,1,M1,2,0,7572.0,7659.0,87.0
52,1,M1,4,0,7659.0,7787.0,128.0
53,1,M1,0,0,7787.0,8034.0,247.0
54,1,M1,1,0,8034.0,8248.0,214.0
55,1,M1,2,0,8248.0,8335.0,87.0
56,1,M1,4,0,8335.0,8463.0,128.0
57,1,M1,2,0,8463.0,8550.0,87.0
58,1,M1,1,0,8550.0,8764.0,214.0
59,1,M1,0,0,8764.0,9011.0,247.0
60,1,M1,4,0,9011.0,9139.0,128.0
61,1,M1,2,0,9139.0,9226.0,87.0
62,1,M1,1,0,9226.0,9440.0,214.0
63,1,M1,0,0,9440.0,9687.0,247.0
64,1,M1,2,0,9687.0,9774.0,87.0
65,1,M1,3,0,9774.0,9861.0,87.0
66,1,M1,4,0,9861.0,9989.0,128.0
67,1,M1,1,0,9989.0,10203.0,214.0
68,1,M1,0,0,10203.0,10450.0,247.0
69,1,M1,2,0,10450.0,10537.0,87.0
70,1,M1,1,0,10537.0,10751.0,214.0
71,1,M1,4,0,10751.0,10879.0,128.0
72,1,M1,2,0,10879.0,10966.0,87.0
73,1,M1,0,0,10966.0,11213.0,247.0
74,1,M1,1,0,11213.0,11427.0,214.0
75,1,M1,4,0,11427.0,11555.0,128.0
76,1,M1,2,0,11555.0,11642.0,87.0
77,1,M1,0,0,11642.0,11889.0,247.0
78,1,M1,0,0,11889.0,12136.0,247.0
79,1,M1,1,0,12136.0,12350.0,214.0
80,1,M1,2,0,12350.0,12437.0,87.0
81,1,M1,3,0,12437.0,12524.0,87.0
82,1,M1,4,0,12524.0,12652.0,128.0
83,1,M1,1,0,12652.0,12866.0,214.0
84,1,M1,2,0,12866.0,12953.0,87.0
85,1,M1,4,0,12953.0,13081.0,128.0
86,1,M1,0,0,13081.0,13328.0,247.0
87,1,M1,1,0,13328.0,13542.0,214.0
88,1,M1,2,0,13542.0,13629.0,87.0
89,1,M1,0,0,13629.0,13876.0,247.0
90,1,M1,4,0,13876.0,14004.0,128.0
91,1,M1,1,0,14004.0,14218.0,214.0
92,1,M1,2,0,14218.0,14305.0,87.0
93,1,M1,0,0,14305.0,14552.0,247.0
94,1,M1,0,0,14552.0,14799.0,247.0
95,1,M1,2,0,14799.0,14886.0,87.0
96,1,M1,1,0,14886.0,15100.0,214.0
97,1,M1,3,0,15100.0,15187.0,87.0
98,1,M1,4,0,15187.0,15315.0,128.0
99,1,M1,2,0,15315.0,15402.0,87.0
100,1,M1,1,0,15402.0,15616.0,214.0
101,1,M1,2,0,15616.0,15703.0,87.0
102,1,M1,4,0,15703.0,15831.0,128.0
103,1,M1,1,0,15831.0,16045.0,214.0
104,1,M1,4,0,16045.0,16173.0,128.0
105,1,M1,2,0,16173.0,16260.0,87.0
106,1,M1,1,0,16260.0,16474.0,214.0
107,1,M1,2,0,16474.0,16561.0,87.0
108,1,M1,1,0,16561.0,16775.0,214.0
109,1,M1,0,0,16775.0,17022.0,247.0
110,1,M1,3,0,17022.0,17109.0,87.0
111,1,M1,4,0,17109.0,17237.0,128.0
112,1,M1,2,0,17237.0,17324.0,87.0
113,1,M1,4,0,17324.0,17452.0,128.0
114,1,M1,0,0,17452.0,17699.0,247.0
115,1,M1,1,0,17699.0,17913.0,214.0
116,1,M1,2,0,17913.0,18000.0,87.0
117,1,M1,0,0,18000.0,18247.0,247.0
118,1,M1,2,0,18247.0,18334.0,87.0
119,1,M1,1,0,18334.0,18548.0,214.0
120,1,M1,4,0,18548.0,18676.0,128.0
121,1,M1,0,0,18676.0,18923.0,247.0
122,1,M1,1,0,18923.0,19137.0,214.0
123,1,M1,2,0,19137.0,19224.0,87.0
124,1,M1,3,0,19224.0,19311.0,87.0
125,1,M1,4,0,19311.0,19439.0,128.0
126,1,M1,2,0,19439.0,19526.0,87.0
127,1,M1,1,0,19526.0,19740.0,214.0
128,1,M1,0,0,19740.0,19987.0,247.0
129,1,M1,4,0,19987.0,20115.0,128.0
130,1,M1,2,0,20115.0,20202.0,87.0
131,1,M1,1,0,20202.0,20416.0,214.0
132,1,M1,0,0,20416.0,20663.0,247.0
133,1,M1,2,0,20663.0,20750.0,87.0
134,1,M1,1,0,20750.0,20964.0,214.0
135,1,M1,1,0,20964.0,21178.0,214.0
136,1,M1,0,0,21178.0,21425.0,247.0
137,1,M1,0,0,21425.0,21672.0,247.0
138,2,M2,10,0,0.0,150.0,150.0
139,2,M2,10,0,150.0,300.0,150.0
140,2,M2,11,0,300.0,657.0,357.0
141,2,M2,1,1,657.0,723.0,66.0
142,2,M2,10,0,723.0,873.0,150.0
143,2,M2,8,0,873.0,1023.0,150.0
144,2,M2,10,0,1023.0,1173.0,150.0
145,2,M2,1,1,1173.0,1239.0,66.0
146,2,M2,10,0,1239.0,1389.0,150.0
147,2,M2,11,0,1389.0,1746.0,357.0
148,2,M2,1,1,1746.0,1812.0,66.0
149,2,M2,10,0,1812.0,1962.0,150.0
150,2,M2,1,1,1962.0,2028.0,66.0
151,2,M2,10,0,2028.0,2178.0,150.0
152,2,M2,11,0,2178.0,2535.0,357.0
153,2,M2,8,0,2535.0,2685.0,150.0
154,2,M2,1,1,2685.0,2751.0,66.0
155,2,M2,10,0,2751.0,2901.0,150.0
156,2,M2,10,0,2901.0,3051.0,150.0
157,2,M2,11,0,3051.0,3408.0,357.0
158,2,M2,10,0,3408.0,3558.0,150.0
159,2,M2,1,1,3558.0,3624.0,66.0
160,2,M2,6,0,3624.0,3781.0,157.0
161,2,M2,1,1,3781.0,3847.0,66.0
162,2,M2,8,0,3847.0,3997.0,150.0
163,2,M2,10,0,3997.0,4147.0,150.0
164,2,M2,11,0,4147.0,4504.0,357.0
165,2,M2,10,0,4504.0,4654.0,150.0
166,2,M2,1,1,4654.0,4720.0,66.0
167,2,M2,10,0,4720.0,4870.0,150.0
168,2,M2,10,0,4870.0,5020.0,150.0
169,2,M2,11,0,5020.0,5377.0,357.0
170,2,M2,1,1,5377.0,5443.0,66.0
171,2,M2,8,0,5443.0,5593.0,150.0
172,2,M2,10,0,5593.0,5743.0,150.0
173,2,M2,6,0,5743.0,5900.0,157.0
174,2,M2,1,1,5900.0,5966.0,66.0
175,2,M2,10,0,5966.0,6116.0,150.0
176,2,M2,11,0,6116.0,6473.0,357.0
177,2,M2,10,0,6473.0,6623.0,150.0
178,2,M2,1,1,6623.0,6689.0,66.0
179,2,M2,6,0,6689.0,6846.0,157.0
180,2,M2,8,0,6846.0,6996.0,150.0
181,2,M2,10,0,6996.0,7146.0,150.0
182,2,M2,11,0,7146.0,7503.0,357.0
183,2,M2,1,1,7503.0,7569.0,66.0
184,2,M2,1,1,7569.0,7635.0,66.0
185,2,M2,10,0,7635.0,7785.0,150.0
186,2,M2,10,0,7785.0,7935.0,150.0
187,2,M2,6,0,7935.0,8092.0,157.0
188,2,M2,6,0,8092.0,8249.0,157.0
189,2,M2,1,1,8249.0,8315.0,66.0
190,2,M2,11,0,8315.0,8672.0,357.0
191,2,M2,10,0,8672.0,8822.0,150.0
192,2,M2,1,1,8822.0,8888.0,66.0
193,2,M2,8,0,8888.0,9038.0,150.0
194,2,M2,10,0,9038.0,9188.0,150.0
195,2,M2,10,0,9188.0,9338.0,150.0
196,2,M2,11,0,9338.0,9695.0,357.0
197,2,M2,1,1,9695.0,9761.0,66.0
198,2,M2,10,0,9761.0,9911.0,150.0
199,2,M2,10,0,9911.0,10061.0,150.0
200,2,M2,8,0,10061.0,10211.0,150.0
201,2,M2,1,1,10211.0,10277.0,66.0
202,2,M2,11,0,10277.0,10634.0,357.0
203,2,M2,10,0,10634.0,10784.0,150.0
204,2,M2,1,1,10784.0,10850.0,66.0
205,2,M2,10,0,10850.0,11000.0,150.0
206,2,M2,6,0,11000.0,11157.0,157.0
207,2,M2,11,0,11157.0,11514.0,357.0
208,2,M2,1,1,11514.0,11580.0,66.0
209,2,M2,10,0,11580.0,11730.0,150.0
210,2,M2,10,0,11730.0,11880.0,150.0
211,2,M2,8,0,11880.0,12030.0,150.0
212,2,M2,6,0,12030.0,12187.0,157.0
213,2,M2,11,0,12187.0,12544.0,357.0
214,2,M2,1,1,12544.0,12610.0,66.0
215,2,M2,10,0,12610.0,12760.0,150.0
216,2,M2,6,0,12760.0,12917.0,157.0
217,2,M2,1,1,12917.0,12983.0,66.0
218,2,M2,10,0,12983.0,13133.0,150.0
219,2,M2,10,0,13133.0,13283.0,150.0
220,2,M2,11,0,13283.0,13640.0,357.0
221,2,M2,1,1,13640.0,13706.0,66.0
222,2,M2,8,0,13706.0,13856.0,150.0
223,2,M2,6,0,13856.0,14013.0,157.0
224,2,M2,10,0,14013.0,14163.0,150.0
225,2,M2,10,0,14163.0,14313.0,150.0
226,2,M2,1,1,14313.0,14379.0,66.0
227,2,M2,11,0,14379.0,14736.0,357.0
228,2,M2,10,0,14736.0,14886.0,150.0
229,2,M2,10,0,14886.0,15036.0,150.0
230,2,M2,8,0,15036.0,15186.0,150.0
231,2,M2,1,1,15186.0,15252.0,66.0
232,2,M2,6,0,15252.0,15409.0,157.0
233,2,M2,11,0,15409.0,15766.0,357.0
234,2,M2,1,1,15766.0,15832.0,66.0
235,2,M2,10,0,15832.0,15982.0,150.0
236,2,M2,10,0,15982.0,16132.0,150.0
237,2,M2,1,1,16132.0,16198.0,66.0
238,2,M2,6,0,16198.0,16355.0,157.0
239,2,M2,11,0,16355.0,16712.0,357.0
240,2,M2,1,1,16712.0,16778.0,66.0
241,2,M2,1,1,16778.0,16844.0,66.0
242,2,M2,10,0,16844.0,16994.0,150.0
243,2,M2,8,0,16994.0,17144.0,150.0
244,2,M2,10,0,17144.0,17294.0,150.0
245,2,M2,10,0,17294.0,17444.0,150.0
246,2,M2,6,0,17444.0,17601.0,157.0
247,2,M2,11,0,17601.0,17958.0,357.0
248,2,M2,1,1,17958.0,18024.0,66.0
249,2,M2,10,0,18024.0,18174.0,150.0
250,2,M2,10,0,18174.0,18324.0,150.0
251,2,M2,6,0,18324.0,18481.0,157.0
252,2,M2,8,0,18481.0,18631.0,150.0
253,2,M2,1,1,18631.0,18697.0,66.0
254,2,M2,11,0,18697.0,19054.0,357.0
255,2,M2,10,0,19054.0,19204.0,150.0
256,2,M2,1,1,19204.0,19270.0,66.0
257,2,M2,10,0,19270.0,19420.0,150.0
258,2,M2,6,0,19420.0,19577.0,157.0
259,2,M2,11,0,19577.0,19934.0,357.0
260,2,M2,1,1,19934.0,20000.0,66.0
261,2,M2,10,0,20000.0,20150.0,150.0
262,2,M2,10,0,20150.0,20300.0,150.0
263,2,M2,6,0,20300.0,20457.0,157.0
264,2,M2,1,1,20457.0,20523.0,66.0
265,2,M2,8,0,20523.0,20673.0,150.0
266,2,M2,11,0,20673.0,21030.0,357.0
267,2,M2,1,1,21030.0,21096.0,66.0
268,2,M2,10,0,21096.0,21246.0,150.0
269,2,M2,1,1,21246.0,21312.0,66.0
270,2,M2,10,0,21312.0,21462.0,150.0
271,2,M2,10,0,21462.0,21612.0,150.0
272,2,M2,6,0,21612.0,21769.0,157.0
273,2,M2,6,0,21769.0,21926.0,157.0
274,2,M2,6,0,21926.0,22083.0,157.0
275,3,M3,0,0,0.0,100.0,100.0
276,3,M3,0,0,100.0,200.0,100.0
277,3,M3,10,1,200.0,380.0,180.0
278,3,M3,10,1,380.0,560.0,180.0
279,3,M3,0,0,560.0,660.0,100.0
280,3,M3,6,0,660.0,805.0,145.0
281,3,M3,6,1,805.0,929.0,124.0
282,3,M3,0,0,929.0,1029.0,100.0
283,3,M3,6,0,1029.0,1174.0,145.0
284,3,M3,6,1,1174.0,1298.0,124.0
285,3,M3,10,1,1298.0,1478.0,180.0
286,3,M3,10,1,1478.0,1658.0,180.0
287,3,M3,0,0,1658.0,1758.0,100.0
288,3,M3,11,1,1758.0,1982.0,224.0
289,3,M3,10,1,1982.0,2162.0,180.0
290,3,M3,6,0,2162.0,2307.0,145.0
291,3,M3,6,1,2307.0,2431.0,124.0
292,3,M3,10,1,2431.0,2611.0,180.0
293,3,M3,6,0,2611.0,2756.0,145.0
294,3,M3,6,1,2756.0,2880.0,124.0
295,3,M3,0,0,2880.0,2980.0,100.0
296,3,M3,10,1,2980.0,3160.0,180.0
297,3,M3,10,1,3160.0,3340.0,180.0
298,3,M3,6,0,3340.0,3485.0,145.0
299,3,M3,6,1,3485.0,3609.0,124.0
300,3,M3,10,1,3609.0,3789.0,180.0
301,3,M3,6,1,3789.0,3913.0,124.0
302,3,M3,0,0,3913.0,4013.0,100.0
303,3,M3,6,0,4013.0,4158.0,145.0
304,3,M3,6,1,4158.0,4282.0,124.0
305,3,M3,10,1,4282.0,4462.0,180.0
306,3,M3,6,0,4462.0,4607.0,145.0
307,3,M3,6,1,4607.0,4731.0,124.0
308,3,M3,10,1,4731.0,4911.0,180.0
309,3,M3,10,1,4911.0,5091.0,180.0
310,3,M3,10,1,5091.0,5271.0,180.0
311,3,M3,6,0,5271.0,5416.0,145.0
312,3,M3,6,1,5416.0,5540.0,124.0
313,3,M3,11,1,5540.0,5764.0,224.0
314,3,M3,10,1,5764.0,5944.0,180.0
315,3,M3,6,1,5944.0,6068.0,124.0
316,3,M3,0,0,6068.0,6168.0,100.0
317,3,M3,10,1,6168.0,6348.0,180.0
318,3,M3,6,0,6348.0,6493.0,145.0
319,3,M3,6,1,6493.0,6617.0,124.0
320,3,M3,11,1,6617.0,6841.0,224.0
321,3,M3,10,1,6841.0,7021.0,180.0
322,3,M3,6,1,7021.0,7145.0,124.0
323,3,M3,0,0,7145.0,7245.0,100.0
324,3,M3,10,1,7245.0,7425.0,180.0
325,3,M3,6,0,7425.0,7570.0,145.0
326,3,M3,6,1,7570.0,7694.0,124.0
327,3,M3,0,0,7694.0,7794.0,100.0
328,3,M3,10,1,7794.0,7974.0,180.0
329,3,M3,10,1,7974.0,8154.0,180.0
330,3,M3,6,1,8154.0,8278.0,124.0
331,3,M3,6,1,8278.0,8402.0,124.0
332,3,M3,0,0,8402.0,8502.0,100.0
333,3,M3,6,0,8502.0,8647.0,145.0
334,3,M3,6,1,8647.0,8771.0,124.0
335,3,M3,11,1,8771.0,8995.0,224.0
336,3,M3,10,1,8995.0,9175.0,180.0
337,3,M3,6,0,9175.0,9320.0,145.0
338,3,M3,6,1,9320.0,9444.0,124.0
339,3,M3,10,1,9444.0,9624.0,180.0
340,3,M3,10,1,9624.0,9804.0,180.0
341,3,M3,6,0,9804.0,9949.0,145.0
342,3,M3,6,1,9949.0,10073.0,124.0
343,3,M3,10,1,10073.0,10253.0,180.0
344,3,M3,10,1,10253.0,10433.0,180.0
345,3,M3,0,0,10433.0,10533.0,100.0
346,3,M3,6,0,10533.0,10678.0,145.0
347,3,M3,6,1,10678.0,10802.0,124.0
348,3,M3,11,1,10802.0,11026.0,224.0
349,3,M3,10,1,11026.0,11206.0,180.0
350,3,M3,6,1,11206.0,11330.0,124.0
351,3,M3,10,1,11330.0,11510.0,180.0
352,3,M3,6,0,11510.0,11655.0,145.0
353,3,M3,6,1,11655.0,11779.0,124.0
354,3,M3,11,1,11779.0,12003.0,224.0
355,3,M3,10,1,12003.0,12183.0,180.0
356,3,M3,10,1,12183.0,12363.0,180.0
357,3,M3,6,1,12363.0,12487.0,124.0
358,3,M3,0,0,12487.0,12587.0,100.0
359,3,M3,11,1,12587.0,12811.0,224.0
360,3,M3,10,1,12811.0,12991.0,180.0
361,3,M3,6,1,12991.0,13115.0,124.0
362,3,M3,6,0,13115.0,13260.0,145.0
363,3,M3,6,1,13260.0,13384.0,124.0
364,3,M3,10,1,13384.0,13564.0,180.0
365,3,M3,10,1,13564.0,13744.0,180.0
366,3,M3,11,1,13744.0,13968.0,224.0
367,3,M3,6,0,13968.0,14113.0,145.0
368,3,M3,6,1,14113.0,14237.0,124.0
369,3,M3,6,1,14237.0,14361.0,124.0
370,3,M3,10,1,14361.0,14541.0,180.0
371,3,M3,10,1,14541.0,14721.0,180.0
372,3,M3,6,0,14721.0,14866.0,145.0
373,3,M3,6,1,14866.0,14990.0,124.0
374,3,M3,10,1,14990.0,15170.0,180.0
375,3,M3,10,1,15170.0,15350.0,180.0
376,3,M3,0,0,15350.0,15450.0,100.0
377,3,M3,6,1,15450.0,15574.0,124.0
378,3,M3,0,0,15574.0,15674.0,100.0
379,3,M3,6,0,15674.0,15819.0,145.0
380,3,M3,6,1,15819.0,15943.0,124.0
381,3,M3,0,0,15943.0,16043.0,100.0
382,3,M3,10,1,16043.0,16223.0,180.0
383,3,M3,10,1,16223.0,16403.0,180.0
384,3,M3,6,1,16403.0,16527.0,124.0
385,3,M3,0,0,16527.0,16627.0,100.0
386,3,M3,6,0,16627.0,16772.0,145.0
387,3,M3,6,1,16772.0,16896.0,124.0
388,3,M3,11,1,16896.0,17120.0,224.0
389,3,M3,10,1,17120.0,17300.0,180.0
390,3,M3,10,1,17300.0,17480.0,180.0
391,3,M3,10,1,17480.0,17660.0,180.0
392,3,M3,6,1,17660.0,17784.0,124.0
393,3,M3,6,0,17784.0,17929.0,145.0
394,3,M3,6,1,17929.0,18053.0,124.0
395,3,M3,11,1,18053.0,18277.0,224.0
396,3,M3,10,1,18277.0,18457.0,180.0
397,3,M3,10,1,18457.0,18637.0,180.0
398,3,M3,6,1,18637.0,18761.0,124.0
399,3,M3,0,0,18761.0,18861.0,100.0
400,3,M3,6,0,18861.0,19006.0,145.0
401,3,M3,6,1,19006.0,19130.0,124.0
402,3,M3,11,1,19130.0,19354.0,224.0
403,3,M3,10,1,19354.0,19534.0,180.0
404,3,M3,10,1,19534.0,19714.0,180.0
405,3,M3,6,1,19714.0,19838.0,124.0
406,3,M3,0,0,19838.0,19938.0,100.0
407,3,M3,11,1,19938.0,20162.0,224.0
408,3,M3,10,1,20162.0,20342.0,180.0
409,3,M3,10,1,20342.0,20522.0,180.0
410,3,M3,6,1,20522.0,20646.0,124.0
411,3,M3,6,0,20646.0,20791.0,145.0
412,3,M3,6,1,20791.0,20915.0,124.0
413,3,M3,0,0,20915.0,21015.0,100.0
414,3,M3,6,0,21015.0,21160.0,145.0
415,3,M3,6,1,21160.0,21284.0,124.0
416,3,M3,10,1,21284.0,21464.0,180.0
417,3,M3,10,1,21464.0,21644.0,180.0
418,3,M3,10,1,21644.0,21824.0,180.0
419,3,M3,6,1,21824.0,21948.0,124.0
420,3,M3,6,1,21948.0,22072.0,124.0
421,3,M3,6,0,22072.0,22217.0,145.0
422,3,M3,6,1,22217.0,22341.0,124.0
423,3,M3,6,1,22341.0,22465.0,124.0
424,4,M4,5,0,0.0,154.0,154.0
425,4,M4,2,1,154.0,259.0,105.0
426,4,M4,0,2,259.0,409.0,150.0
427,4,M4,2,1,409.0,514.0,105.0
428,4,M4,5,1,514.0,664.0,150.0
429,4,M4,0,2,664.0,814.0,150.0
430,4,M4,2,1,814.0,919.0,105.0
431,4,M4,10,1,919.0,1139.0,220.0
432,4,M4,0,2,1139.0,1289.0,150.0
433,4,M4,2,1,1289.0,1394.0,105.0
434,4,M4,8,1,1394.0,1614.0,220.0
435,4,M4,0,2,1614.0,1764.0,150.0
436,4,M4,2,1,1764.0,1869.0,105.0
437,4,M4,5,0,1869.0,2023.0,154.0
438,4,M4,5,1,2023.0,2173.0,150.0
439,4,M4,0,2,2173.0,2323.0,150.0
440,4,M4,2,1,2323.0,2428.0,105.0
441,4,M4,0,2,2428.0,2578.0,150.0
442,4,M4,2,1,2578.0,2683.0,105.0
443,4,M4,9,0,2683.0,2928.0,245.0
444,4,M4,8,1,2928.0,3148.0,220.0
445,4,M4,7,0,3148.0,3393.0,245.0
446,4,M4,0,2,3393.0,3543.0,150.0
447,4,M4,2,1,3543.0,3648.0,105.0
448,4,M4,0,2,3648.0,3798.0,150.0
449,4,M4,2,1,3798.0,3903.0,105.0
450,4,M4,5,0,3903.0,4057.0,154.0
451,4,M4,5,1,4057.0,4207.0,150.0
452,4,M4,2,1,4207.0,4312.0,105.0
453,4,M4,8,1,4312.0,4532.0,220.0
454,4,M4,0,2,4532.0,4682.0,150.0
455,4,M4,0,2,4682.0,4832.0,150.0
456,4,M4,0,2,4832.0,4982.0,150.0
457,4,M4,2,1,4982.0,5087.0,105.0
458,4,M4,5,0,5087.0,5241.0,154.0
459,4,M4,5,1,5241.0,5391.0,150.0
460,4,M4,9,0,5391.0,5636.0,245.0
461,4,M4,0,2,5636.0,5786.0,150.0
462,4,M4,2,1,5786.0,5891.0,105.0
463,4,M4,8,1,5891.0,6111.0,220.0
464,4,M4,5,0,6111.0,6265.0,154.0
