seq,machine,type,op,start,end,duration
1,0,0,0,0.0,147.0,147.0
2,0,0,0,147.0,294.0,147.0
3,0,1,0,294.0,508.0,214.0
4,0,1,0,508.0,722.0,214.0
5,0,1,0,722.0,936.0,214.0
6,0,0,0,936.0,1083.0,147.0
7,0,1,0,1083.0,1297.0,214.0
8,0,1,0,1297.0,1511.0,214.0
9,0,0,0,1511.0,1658.0,147.0
10,0,1,0,1658.0,1872.0,214.0
11,0,1,0,1872.0,2086.0,214.0
12,0,0,0,2086.0,2233.0,147.0
13,0,1,0,2233.0,2447.0,214.0
14,0,1,0,2447.0,2661.0,214.0
15,0,1,0,2661.0,2875.0,214.0
16,0,0,0,2875.0,3022.0,147.0
17,0,1,0,3022.0,3236.0,214.0
18,0,0,0,3236.0,3383.0,147.0
19,0,1,0,3383.0,3597.0,214.0
20,0,1,0,3597.0,3811.0,214.0
21,0,0,0,3811.0,3958.0,147.0
22,0,1,0,3958.0,4172.0,214.0
23,0,1,0,4172.0,4386.0,214.0
24,0,0,0,4386.0,4533.0,147.0
25,0,1,0,4533.0,4747.0,214.0
26,0,1,0,4747.0,4961.0,214.0
27,1,3,0,0.0,65.0,65.0
28,1,2,0,65.0,127.0,62.0
29,1,2,0,127.0,189.0,62.0
30,1,1,1,189.0,255.0,66.0
31,1,0,1,255.0,385.0,130.0
32,1,0,1,385.0,515.0,130.0
33,1,1,1,515.0,581.0,66.0
34,1,2,0,581.0,643.0,62.0
35,1,2,0,643.0,705.0,62.0
36,1,1,1,705.0,771.0,66.0
37,1,1,1,771.0,837.0,66.0
38,1,2,0,837.0,899.0,62.0
39,1,3,0,899.0,964.0,65.0
40,1,1,1,964.0,1030.0,66.0
41,1,2,0,1030.0,1092.0,62.0
42,1,0,1,1092.0,1222.0,130.0
43,1,2,0,1222.0,1284.0,62.0
44,1,2,0,1284.0,1346.0,62.0
45,1,1,1,1346.0,1412.0,66.0
46,1,2,0,1412.0,1474.0,62.0
47,1,2,0,1474.0,1536.0,62.0
48,1,1,1,1536.0,1602.0,66.0
49,1,3,0,1602.0,1667.0,65.0
50,1,0,1,1667.0,1797.0,130.0
51,1,2,0,1797.0,1859.0,62.0
52,1,2,0,1859.0,1921.0,62.0
53,1,1,1,1921.0,1987.0,66.0
54,1,2,0,1987.0,2049.0,62.0
55,1,3,0,2049.0,2114.0,65.0
56,1,1,1,2114.0,2180.0,66.0
57,1,2,0,2180.0,2242.0,62.0
58,1,0,1,2242.0,2372.0,130.0
59,1,2,0,2372.0,2434.0,62.0
60,1,2,0,2434.0,2496.0,62.0
61,1,1,1,2496.0,2562.0,66.0
62,1,2,0,2562.0,2624.0,62.0
63,1,2,0,2624.0,2686.0,62.0
64,1,1,1,2686.0,2752.0,66.0
65,1,3,0,2752.0,2817.0,65.0
66,1,2,0,2817.0,2879.0,62.0
67,1,1,1,2879.0,2945.0,66.0
68,1,2,0,2945.0,3007.0,62.0
69,1,2,0,3007.0,3069.0,62.0
70,1,0,1,3069.0,3199.0,130.0
71,1,2,0,3199.0,3261.0,62.0
72,1,1,1,3261.0,3327.0,66.0
73,1,3,0,3327.0,3392.0,65.0
74,1,1,1,3392.0,3458.0,66.0
75,1,0,1,3458.0,3588.0,130.0
76,1,2,0,3588.0,3650.0,62.0
77,1,1,1,3650.0,3716.0,66.0
78,1,2,0,3716.0,3778.0,62.0
79,1,2,0,3778.0,3840.0,62.0
80,1,1,1,3840.0,3906.0,66.0
81,1,0,1,3958.0,4088.0,130.0
82,1,1,1,4172.0,4238.0,66.0
83,1,1,1,4386.0,4452.0,66.0
84,1,0,1,4533.0,4663.0,130.0
85,1,1,1,4747.0,4813.0,66.0
86,1,1,1,4961.0,5027.0,66.0
87,2,1,0,0.0,150.0,150.0
88,2,2,1,150.0,330.0,180.0
89,2,2,1,330.0,510.0,180.0
90,2,1,0,510.0,660.0,150.0
91,2,2,1,660.0,840.0,180.0
92,2,2,1,840.0,1020.0,180.0
93,2,2,1,1020.0,1200.0,180.0
94,2,2,1,1200.0,1380.0,180.0
95,2,2,1,1380.0,1560.0,180.0
96,2,2,1,1560.0,1740.0,180.0
97,2,2,1,1740.0,1920.0,180.0
98,2,2,1,1920.0,2100.0,180.0
99,2,2,1,2100.0,2280.0,180.0
100,2,2,1,2280.0,2460.0,180.0
101,2,2,1,2460.0,2640.0,180.0
102,2,2,1,2640.0,2820.0,180.0
103,2,2,1,2820.0,3000.0,180.0
104,2,2,1,3000.0,3180.0,180.0
105,2,1,0,3180.0,3330.0,150.0
106,2,3,2,3330.0,3466.0,136.0
107,2,2,1,3466.0,3646.0,180.0
108,2,2,1,3646.0,3826.0,180.0
109,2,2,1,3826.0,4006.0,180.0
110,2,2,1,4006.0,4186.0,180.0
111,2,3,2,4186.0,4322.0,136.0
112,2,2,1,4322.0,4502.0,180.0
113,2,2,1,4502.0,4682.0,180.0
114,2,2,1,4682.0,4862.0,180.0
115,2,2,1,4862.0,5042.0,180.0
116,2,3,2,5042.0,5178.0,136.0
117,2,2,1,5178.0,5358.0,180.0
118,3,3,2,238.0,383.0,145.0
119,3,2,2,383.0,573.0,190.0
120,3,0,2,573.0,723.0,150.0
121,3,0,2,723.0,873.0,150.0
122,3,2,2,873.0,1063.0,190.0
123,3,2,2,1063.0,1253.0,190.0
124,3,2,2,1253.0,1443.0,190.0
125,3,0,2,1443.0,1593.0,150.0
126,3,3,2,1593.0,1738.0,145.0
127,3,2,2,1738.0,1928.0,190.0
128,3,0,2,1928.0,2078.0,150.0
129,3,2,2,2078.0,2268.0,190.0
130,3,2,2,2268.0,2458.0,190.0
131,3,3,2,2458.0,2603.0,145.0
132,3,0,2,2603.0,2753.0,150.0
133,3,2,2,2753.0,2943.0,190.0
134,3,2,2,2943.0,3133.0,190.0
135,3,2,2,3133.0,3323.0,190.0
136,3,0,2,3323.0,3473.0,150.0
137,3,2,2,3473.0,3663.0,190.0
138,3,0,2,3663.0,3813.0,150.0
139,3,2,2,3813.0,4003.0,190.0
140,3,2,2,4003.0,4193.0,190.0
141,3,2,2,4193.0,4383.0,190.0
142,3,0,2,4383.0,4533.0,150.0
143,3,2,2,4533.0,4723.0,190.0
144,3,2,2,4723.0,4913.0,190.0
145,3,0,2,4913.0,5063.0,150.0
146,3,2,2,5063.0,5253.0,190.0
147,3,2,2,5253.0,5443.0,190.0
148,4,3,1,65.0,238.0,173.0
149,4,1,2,255.0,433.0,178.0
150,4,2,2,510.0,610.0,100.0
151,4,1,2,610.0,788.0,178.0
152,4,1,2,788.0,966.0,178.0
153,4,3,1,966.0,1139.0,173.0
154,4,1,2,1139.0,1317.0,178.0
155,4,1,2,1317.0,1495.0,178.0
156,4,2,2,1495.0,1595.0,100.0
157,4,1,2,1595.0,1773.0,178.0
158,4,1,2,1773.0,1951.0,178.0
159,4,2,2,1951.0,2051.0,100.0
160,4,1,2,2051.0,2229.0,178.0
161,4,3,1,2229.0,2402.0,173.0
162,4,1,2,2402.0,2580.0,178.0
163,4,1,2,2580.0,2758.0,178.0
164,4,2,2,2758.0,2858.0,100.0
165,4,1,2,2858.0,3036.0,178.0
166,4,3,1,3036.0,3209.0,173.0
167,4,1,2,3209.0,3387.0,178.0
168,4,2,2,3387.0,3487.0,100.0
169,4,1,2,3487.0,3665.0,178.0
170,4,1,2,3665.0,3843.0,178.0
171,4,3,1,3843.0,4016.0,173.0
172,4,1,2,4016.0,4194.0,178.0
173,4,1,2,4194.0,4372.0,178.0
174,4,1,2,4372.0,4550.0,178.0
175,4,3,1,4550.0,4723.0,173.0
176,4,1,2,4723.0,4901.0,178.0
177,4,1,2,4901.0,5079.0,178.0
178,4,2,2,5079.0,5179.0,100.0
179,4,1,2,5179.0,5357.0,178.0
180,4,2,2,5358.0,5458.0,100.0
