seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,1,0,0.0,30.0,30.0
2,1,M1,0,0,30.0,47.0,17.0
3,1,M1,1,0,47.0,77.0,30.0
4,1,M1,1,0,77.0,107.0,30.0
5,1,M1,0,0,107.0,124.0,17.0
6,1,M1,1,0,124.0,154.0,30.0
7,1,M1,1,0,154.0,184.0,30.0
8,1,M1,1,0,184.0,214.0,30.0
9,1,M1,0,0,214.0,231.0,17.0
10,1,M1,1,0,231.0,261.0,30.0
11,1,M1,1,0,261.0,291.0,30.0
12,1,M1,0,0,291.0,308.0,17.0
13,1,M1,1,0,308.0,338.0,30.0
14,1,M1,1,0,338.0,368.0,30.0
15,1,M1,1,0,368.0,398.0,30.0
16,1,M1,0,0,398.0,415.0,17.0
17,1,M1,2,0,415.0,471.0,56.0
18,1,M1,1,0,471.0,501.0,30.0
19,1,M1,1,0,501.0,531.0,30.0
20,1,M1,1,0,531.0,561.0,30.0
21,1,M1,1,0,561.0,591.0,30.0
22,1,M1,0,0,591.0,608.0,17.0
23,1,M1,1,0,608.0,638.0,30.0
24,1,M1,1,0,638.0,668.0,30.0
25,1,M1,0,0,668.0,685.0,17.0
26,1,M1,1,0,685.0,715.0,30.0
27,1,M1,1,0,715.0,745.0,30.0
28,1,M1,1,0,745.0,775.0,30.0
29,1,M1,0,0,775.0,792.0,17.0
30,1,M1,2,0,792.0,848.0,56.0
31,1,M1,1,0,848.0,878.0,30.0
32,1,M1,1,0,878.0,908.0,30.0
33,1,M1,1,0,908.0,938.0,30.0
34,1,M1,1,0,938.0,968.0,30.0
35,1,M1,0,0,968.0,985.0,17.0
36,1,M1,1,0,985.0,1015.0,30.0
37,1,M1,1,0,1015.0,1045.0,30.0
38,1,M1,0,0,1045.0,1062.0,17.0
39,1,M1,1,0,1062.0,1092.0,30.0
40,1,M1,1,0,1092.0,1122.0,30.0
41,1,M1,2,0,1122.0,1178.0,56.0
42,1,M1,0,0,1178.0,1195.0,17.0
43,1,M1,0,0,1195.0,1212.0,17.0
44,1,M1,0,0,1212.0,1229.0,17.0
45,1,M1,2,0,1229.0,1285.0,56.0
46,1,M1,0,0,1285.0,1302.0,17.0
47,1,M1,0,0,1302.0,1319.0,17.0
48,1,M1,2,0,1319.0,1375.0,56.0
49,1,M1,0,0,1375.0,1392.0,17.0
50,1,M1,0,0,1392.0,1409.0,17.0
51,1,M1,2,0,1409.0,1465.0,56.0
52,1,M1,0,0,1465.0,1482.0,17.0
53,1,M1,0,0,1482.0,1499.0,17.0
54,1,M1,0,0,1499.0,1516.0,17.0
55,1,M1,2,0,1516.0,1572.0,56.0
56,1,M1,0,0,1572.0,1589.0,17.0
57,1,M1,0,0,1589.0,1606.0,17.0
58,1,M1,2,0,1606.0,1662.0,56.0
59,1,M1,0,0,1662.0,1679.0,17.0
60,1,M1,0,0,1679.0,1696.0,17.0
61,1,M1,0,0,1696.0,1713.0,17.0
62,1,M1,2,0,1713.0,1769.0,56.0
63,1,M1,0,0,1769.0,1786.0,17.0
64,1,M1,0,0,1786.0,1803.0,17.0
65,1,M1,2,0,1803.0,1859.0,56.0
66,1,M1,0,0,1859.0,1876.0,17.0
67,1,M1,0,0,1876.0,1893.0,17.0
68,1,M1,2,0,1893.0,1949.0,56.0
69,1,M1,0,0,1949.0,1966.0,17.0
70,1,M1,0,0,1966.0,1983.0,17.0
71,1,M1,0,0,1983.0,2000.0,17.0
72,1,M1,0,0,2000.0,2017.0,17.0
