seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,1,0,0.0,1.0,1.0
2,1,M1,2,0,1.0,10.0,9.0
3,1,M1,1,0,10.0,11.0,1.0
4,1,M1,2,0,11.0,20.0,9.0
5,1,M1,2,2,20.0,21.0,1.0
6,1,M1,1,0,21.0,22.0,1.0
7,1,M1,2,2,22.0,23.0,1.0
8,1,M1,2,0,23.0,32.0,9.0
9,1,M1,3,0,32.0,44.0,12.0
10,1,M1,1,4,44.0,51.0,7.0
11,1,M1,1,4,51.0,58.0,7.0
12,1,M1,2,2,58.0,59.0,1.0
13,1,M1,1,0,59.0,60.0,1.0
14,1,M1,2,0,60.0,69.0,9.0
15,1,M1,3,0,69.0,81.0,12.0
16,1,M1,2,2,81.0,82.0,1.0
17,1,M1,1,0,82.0,83.0,1.0
18,1,M1,2,0,83.0,92.0,9.0
19,1,M1,2,2,94.0,95.0,1.0
20,1,M1,1,4,95.0,102.0,7.0
21,1,M1,1,4,102.0,109.0,7.0
22,1,M1,1,4,109.0,116.0,7.0
23,2,M2,0,2,15.0,19.0,4.0
24,2,M2,2,3,21.0,32.0,11.0
25,2,M2,0,2,32.0,36.0,4.0
26,2,M2,0,2,36.0,40.0,4.0
27,2,M2,2,3,40.0,51.0,11.0
28,2,M2,2,3,59.0,70.0,11.0
29,2,M2,2,3,82.0,93.0,11.0
30,2,M2,2,3,95.0,106.0,11.0
31,2,M2,0,2,106.0,110.0,4.0
32,2,M2,0,2,110.0,114.0,4.0
33,3,M3,1,1,1.0,11.0,10.0
34,3,M3,1,1,11.0,21.0,10.0
35,3,M3,1,1,22.0,32.0,10.0
36,3,M3,3,5,32.0,35.0,3.0
37,3,M3,3,5,43.0,46.0,3.0
38,3,M3,0,5,46.0,62.0,16.0
39,3,M3,1,1,62.0,72.0,10.0
40,3,M3,0,5,72.0,88.0,16.0
41,3,M3,0,5,88.0,104.0,16.0
42,3,M3,3,5,104.0,107.0,3.0
43,3,M3,3,5,107.0,110.0,3.0
44,3,M3,3,5,113.0,116.0,3.0
45,3,M3,0,5,124.0,140.0,16.0
46,3,M3,0,5,140.0,156.0,16.0
47,4,M4,3,0,0.0,11.0,11.0
48,4,M4,4,1,11.0,12.0,1.0
49,4,M4,4,1,12.0,13.0,1.0
50,4,M4,4,1,13.0,14.0,1.0
51,4,M4,3,0,14.0,25.0,11.0
52,4,M4,4,3,25.0,26.0,1.0
53,4,M4,4,3,26.0,27.0,1.0
