variant_name,round_id,start_epoch,end_epoch,round_avg_objective,round_cb_objective
dslfmae_like_baseline,90,2404,2430,326.6666666666667,76.0
dslfmae_like_baseline,91,2431,2457,331.51851851851853,75.0
dslfmae_like_baseline,92,2458,2484,332.3703703703704,70.0
dslfmae_like_baseline,93,2485,2511,331.22222222222223,69.0
dslfmae_like_baseline,94,2512,2538,331.0740740740741,70.0
dslfmae_like_baseline,95,2539,2565,330.81481481481484,75.0
dslfmae_like_baseline,96,2566,2592,327.962962962963,66.0
dslfmae_like_baseline,97,2593,2619,329.0740740740741,71.0
dslfmae_like_baseline,98,2620,2646,324.22222222222223,76.0
dslfmae_like_baseline,99,2647,2673,329.81481481481484,69.0
dslfmae_like_baseline,100,2674,2700,324.85185185185185,77.0
