seq,machine,type,op,start,end,duration
1,0,0,0,0.0,247.0,247.0
2,0,1,0,247.0,461.0,214.0
3,0,4,0,461.0,589.0,128.0
4,0,2,0,589.0,676.0,87.0
5,0,0,0,676.0,923.0,247.0
6,0,1,0,923.0,1137.0,214.0
7,0,0,0,1137.0,1384.0,247.0
8,0,4,0,1384.0,1512.0,128.0
9,0,0,0,1512.0,1759.0,247.0
10,0,1,0,1759.0,1973.0,214.0
11,0,1,0,1973.0,2187.0,214.0
12,0,0,0,2187.0,2434.0,247.0
13,0,4,0,2434.0,2562.0,128.0
14,0,2,0,2562.0,2649.0,87.0
15,0,0,0,2649.0,2896.0,247.0
16,0,4,0,2896.0,3024.0,128.0
17,0,1,0,3024.0,3238.0,214.0
18,0,0,0,3238.0,3485.0,247.0
19,0,1,0,3485.0,3699.0,214.0
20,0,0,0,3699.0,3946.0,247.0
21,0,4,0,3946.0,4074.0,128.0
22,0,1,0,4074.0,4288.0,214.0
23,0,0,0,4288.0,4535.0,247.0
24,0,2,0,4535.0,4622.0,87.0
25,0,4,0,4622.0,4750.0,128.0
26,0,1,0,4750.0,4964.0,214.0
27,0,0,0,4964.0,5211.0,247.0
28,0,0,0,5211.0,5458.0,247.0
29,0,1,0,5458.0,5672.0,214.0
30,0,4,0,5672.0,5800.0,128.0
31,0,0,0,5800.0,6047.0,247.0
32,0,1,0,6047.0,6261.0,214.0
33,0,0,0,6261.0,6508.0,247.0
34,0,2,0,6508.0,6595.0,87.0
35,0,0,0,6595.0,6842.0,247.0
36,0,4,0,6842.0,6970.0,128.0
37,0,1,0,6970.0,7184.0,214.0
38,0,0,0,7184.0,7431.0,247.0
39,0,4,0,7431.0,7559.0,128.0
40,0,0,0,7559.0,7806.0,247.0
41,0,1,0,7806.0,8020.0,214.0
42,0,2,0,8020.0,8107.0,87.0
43,0,1,0,8107.0,8321.0,214.0
44,0,0,0,8321.0,8568.0,247.0
45,0,4,0,8568.0,8696.0,128.0
46,0,0,0,8696.0,8943.0,247.0
47,0,1,0,8943.0,9157.0,214.0
48,0,0,0,9157.0,9404.0,247.0
49,0,4,0,9404.0,9532.0,128.0
50,0,1,0,9532.0,9746.0,214.0
51,0,0,0,9746.0,9993.0,247.0
52,0,2,0,9993.0,10080.0,87.0
53,0,1,0,10080.0,10294.0,214.0
54,0,4,0,10294.0,10422.0,128.0
55,0,0,0,10422.0,10669.0,247.0
56,0,0,0,10669.0,10916.0,247.0
