seq,machine,type,op,start,end,duration
1,0,1,0,0.0,30.0,30.0
2,0,0,0,30.0,47.0,17.0
3,0,1,0,47.0,77.0,30.0
4,0,2,0,77.0,127.0,50.0
5,0,0,0,127.0,144.0,17.0
6,0,2,0,144.0,194.0,50.0
7,0,1,0,194.0,224.0,30.0
8,0,1,0,224.0,254.0,30.0
9,0,0,0,254.0,271.0,17.0
10,0,2,0,271.0,321.0,50.0
11,0,1,0,321.0,351.0,30.0
12,0,2,0,351.0,401.0,50.0
13,0,0,0,401.0,418.0,17.0
14,0,2,0,418.0,468.0,50.0
15,0,0,0,468.0,485.0,17.0
16,0,1,0,485.0,515.0,30.0
17,0,1,0,515.0,545.0,30.0
18,0,1,1,545.0,595.0,50.0
19,0,2,0,595.0,645.0,50.0
20,0,0,0,645.0,662.0,17.0
21,0,1,0,662.0,692.0,30.0
22,0,1,0,692.0,722.0,30.0
23,0,0,0,722.0,739.0,17.0
24,0,1,0,739.0,769.0,30.0
25,0,2,0,769.0,819.0,50.0
26,0,1,0,819.0,849.0,30.0
27,0,1,1,849.0,899.0,50.0
28,0,1,0,899.0,929.0,30.0
29,0,2,0,929.0,979.0,50.0
30,0,0,0,979.0,996.0,17.0
31,0,2,0,996.0,1046.0,50.0
32,0,1,0,1046.0,1076.0,30.0
33,0,0,0,1076.0,1093.0,17.0
34,0,1,1,1093.0,1143.0,50.0
35,0,1,0,1143.0,1173.0,30.0
36,0,1,1,1173.0,1223.0,50.0
37,0,0,0,1223.0,1240.0,17.0
38,0,1,0,1240.0,1270.0,30.0
39,0,1,1,1270.0,1320.0,50.0
40,0,2,0,1320.0,1370.0,50.0
41,0,1,0,1370.0,1400.0,30.0
42,0,1,1,1400.0,1450.0,50.0
43,0,0,0,1450.0,1467.0,17.0
44,0,2,0,1467.0,1517.0,50.0
45,0,0,0,1517.0,1534.0,17.0
46,0,2,0,1534.0,1584.0,50.0
47,0,1,0,1584.0,1614.0,30.0
48,0,1,0,1614.0,1644.0,30.0
49,0,1,1,1644.0,1694.0,50.0
50,0,1,1,1694.0,1744.0,50.0
51,0,0,0,1744.0,1761.0,17.0
52,0,2,0,1761.0,1811.0,50.0
53,0,1,0,1811.0,1841.0,30.0
54,0,1,1,1841.0,1891.0,50.0
55,0,1,1,1891.0,1941.0,50.0
56,0,0,0,1941.0,1958.0,17.0
57,0,2,0,1958.0,2008.0,50.0
58,0,1,0,2008.0,2038.0,30.0
59,0,1,1,2038.0,2088.0,50.0
60,0,1,0,2088.0,2118.0,30.0
61,0,1,1,2118.0,2168.0,50.0
62,0,0,0,2168.0,2185.0,17.0
63,0,2,0,2185.0,2235.0,50.0
64,0,1,0,2235.0,2265.0,30.0
65,0,1,1,2265.0,2315.0,50.0
66,0,0,0,2315.0,2332.0,17.0
67,0,1,0,2332.0,2362.0,30.0
68,0,1,1,2362.0,2412.0,50.0
69,0,2,0,2412.0,2462.0,50.0
70,0,0,0,2462.0,2479.0,17.0
71,0,2,0,2479.0,2529.0,50.0
72,0,1,0,2529.0,2559.0,30.0
73,0,1,1,2559.0,2609.0,50.0
74,0,1,0,2609.0,2639.0,30.0
75,0,0,0,2639.0,2656.0,17.0
