seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,11,0,0.0,5.0,5.0
2,1,M1,11,0,5.0,10.0,5.0
3,1,M1,2,5,10.0,12.0,2.0
4,1,M1,9,2,12.0,20.0,8.0
5,1,M1,6,5,20.0,33.0,13.0
6,1,M1,10,3,33.0,34.0,1.0
7,1,M1,10,4,34.0,35.0,1.0
8,1,M1,6,6,35.0,36.0,1.0
9,1,M1,11,0,36.0,41.0,5.0
10,1,M1,11,0,41.0,46.0,5.0
11,1,M1,10,3,58.0,59.0,1.0
12,1,M1,10,3,59.0,60.0,1.0
13,1,M1,10,4,60.0,61.0,1.0
14,1,M1,10,4,61.0,62.0,1.0
15,1,M1,6,5,62.0,75.0,13.0
16,1,M1,6,6,75.0,76.0,1.0
17,1,M1,6,5,76.0,89.0,13.0
18,1,M1,10,3,89.0,90.0,1.0
19,1,M1,10,4,90.0,91.0,1.0
20,1,M1,6,6,91.0,92.0,1.0
21,1,M1,6,5,92.0,105.0,13.0
22,1,M1,10,3,105.0,106.0,1.0
23,1,M1,10,4,106.0,107.0,1.0
24,1,M1,6,6,107.0,108.0,1.0
25,1,M1,6,5,108.0,121.0,13.0
26,1,M1,6,6,121.0,122.0,1.0
27,2,M2,9,2,8.0,12.0,4.0
28,2,M2,7,3,12.0,17.0,5.0
29,2,M2,5,7,23.0,35.0,12.0
30,2,M2,11,6,35.0,37.0,2.0
31,2,M2,11,6,37.0,39.0,2.0
32,2,M2,7,3,39.0,44.0,5.0
33,2,M2,7,3,48.0,53.0,5.0
34,2,M2,9,2,56.0,60.0,4.0
35,2,M2,11,6,61.0,63.0,2.0
36,2,M2,7,3,70.0,75.0,5.0
37,2,M2,5,7,75.0,87.0,12.0
38,2,M2,7,3,87.0,92.0,5.0
39,2,M2,5,7,92.0,104.0,12.0
40,2,M2,5,7,104.0,116.0,12.0
41,2,M2,11,6,116.0,118.0,2.0
42,2,M2,11,6,118.0,120.0,2.0
43,2,M2,5,7,120.0,132.0,12.0
