variant_name,epoch,round_id,round_pos,instance_id,instance_occurrence,lr,train_loss,train_rollout_cmax,current_objective,train_time_sec,eval_time_sec,cycle_time_sec,running_cb,running_ca,M,R,N
dslfmae_like_baseline,25,1,25,M20R15N5,1,9.911111111111112e-05,0.022562767611816525,184.0,137.0,31.592207670211792,4.033783435821533,35.625991106033325,137.0,137.0,20,15,5
dslfmae_like_baseline,52,2,25,M20R15N5,2,9.811111111111113e-05,-0.010767669649794698,173.0,156.0,32.4334192276001,4.112576484680176,36.54599571228027,137.0,146.5,20,15,5
dslfmae_like_baseline,79,3,25,M20R15N5,3,9.711111111111111e-05,-0.03459028294309974,151.0,167.0,32.087640047073364,3.9488325119018555,36.03647255897522,137.0,153.33333333333334,20,15,5
dslfmae_like_baseline,106,4,25,M20R15N5,4,9.611111111111112e-05,-0.05582492550214132,158.0,215.0,31.903703689575195,3.9183545112609863,35.82205820083618,137.0,168.75,20,15,5
dslfmae_like_baseline,133,5,25,M20R15N5,5,9.511111111111112e-05,-0.05162863526493311,164.0,174.0,31.554454803466797,3.9770753383636475,35.531530141830444,137.0,169.8,20,15,5
dslfmae_like_baseline,160,6,25,M20R15N5,6,9.411111111111111e-05,0.04245555307716131,182.0,160.0,31.93355107307434,3.941621780395508,35.87517285346985,137.0,168.16666666666666,20,15,5
dslfmae_like_baseline,187,7,25,M20R15N5,7,9.311111111111111e-05,-0.05141222787400087,177.0,174.0,31.421465396881104,3.9124677181243896,35.33393311500549,137.0,169.0,20,15,5
dslfmae_like_baseline,214,8,25,M20R15N5,8,9.211111111111112e-05,-0.04016628861427307,193.0,160.0,27.273594617843628,3.444901704788208,30.718496322631836,137.0,167.875,20,15,5
dslfmae_like_baseline,241,9,25,M20R15N5,9,9.111111111111112e-05,0.02792319965859254,180.0,191.0,69.30441856384277,8.091469764709473,77.39588832855225,137.0,170.44444444444446,20,15,5
dslfmae_like_baseline,268,10,25,M20R15N5,10,9.011111111111111e-05,-0.06804507443060477,170.0,158.0,69.75392150878906,8.023369789123535,77.7772912979126,137.0,169.2,20,15,5
dslfmae_like_baseline,295,11,25,M20R15N5,11,8.911111111111111e-05,-0.07654037388662498,163.0,152.0,69.59525060653687,8.124625205993652,77.71987581253052,137.0,167.63636363636363,20,15,5
dslfmae_like_baseline,322,12,25,M20R15N5,12,8.811111111111111e-05,-0.04292547221605977,181.0,142.0,32.205896615982056,4.1310813426971436,36.3369779586792,137.0,165.5,20,15,5
dslfmae_like_baseline,349,13,25,M20R15N5,13,8.711111111111112e-05,0.03593740068996946,160.0,154.0,32.67379307746887,4.136600971221924,36.810394048690796,137.0,164.6153846153846,20,15,5
dslfmae_like_baseline,376,14,25,M20R15N5,14,8.611111111111112e-05,0.009198751843844851,159.0,140.0,33.807876110076904,3.9213945865631104,37.729270696640015,137.0,162.85714285714286,20,15,5
dslfmae_like_baseline,403,15,25,M20R15N5,15,8.511111111111112e-05,-0.006172693412130077,170.0,142.0,31.995660543441772,4.109827518463135,36.10548806190491,137.0,161.46666666666667,20,15,5
dslfmae_like_baseline,430,16,25,M20R15N5,16,8.411111111111112e-05,0.09099788529177506,162.0,165.0,33.125006437301636,4.1329100131988525,37.25791645050049,137.0,161.6875,20,15,5
dslfmae_like_baseline,457,17,25,M20R15N5,17,8.311111111111111e-05,-0.08358580805361271,168.0,153.0,32.74912095069885,4.067847013473511,36.81696796417236,137.0,161.1764705882353,20,15,5
dslfmae_like_baseline,484,18,25,M20R15N5,18,8.211111111111112e-05,0.032335897286732994,167.0,156.0,32.6916663646698,4.115617513656616,36.807283878326416,137.0,160.88888888888889,20,15,5
dslfmae_like_baseline,511,19,25,M20R15N5,19,8.111111111111112e-05,0.015175290017699202,166.0,137.0,32.81324625015259,4.314139127731323,37.12738537788391,137.0,159.6315789473684,20,15,5
dslfmae_like_baseline,538,20,25,M20R15N5,20,8.011111111111111e-05,-0.034548537184794746,153.0,164.0,33.39790606498718,4.063340902328491,37.461246967315674,137.0,159.85,20,15,5
dslfmae_like_baseline,565,21,25,M20R15N5,21,7.911111111111111e-05,-0.01636419032001868,143.0,141.0,32.85942482948303,4.078355073928833,36.937779903411865,137.0,158.95238095238096,20,15,5
dslfmae_like_baseline,592,22,25,M20R15N5,22,7.811111111111111e-05,-0.03225474820161859,155.0,154.0,32.82392144203186,4.082776784896851,36.90669822692871,137.0,158.72727272727272,20,15,5
dslfmae_like_baseline,619,23,25,M20R15N5,23,7.711111111111112e-05,0.015681051493932802,158.0,145.0,32.912699460983276,4.0177321434021,36.930431604385376,137.0,158.1304347826087,20,15,5
dslfmae_like_baseline,646,24,25,M20R15N5,24,7.61111111111111e-05,-0.011356691519419352,150.0,148.0,27.26223349571228,3.3407280445098877,30.602961540222168,137.0,157.70833333333334,20,15,5
dslfmae_like_baseline,673,25,25,M20R15N5,25,7.511111111111111e-05,-0.005585318683491399,151.0,148.0,28.158074855804443,3.4133987426757812,31.571473598480225,137.0,157.32,20,15,5
dslfmae_like_baseline,700,26,25,M20R15N5,26,7.411111111111111e-05,-0.0521657345816493,140.0,139.0,27.792521476745605,3.4025678634643555,31.19508934020996,137.0,156.6153846153846,20,15,5
dslfmae_like_baseline,727,27,25,M20R15N5,27,7.311111111111111e-05,-0.03663858724758029,140.0,137.0,28.01838445663452,3.407176971435547,31.42556142807007,137.0,155.88888888888889,20,15,5
dslfmae_like_baseline,754,28,25,M20R15N5,28,7.21111111111111e-05,-0.09795325435698032,136.0,141.0,27.809540271759033,3.3864572048187256,31.19599747657776,137.0,155.35714285714286,20,15,5
dslfmae_like_baseline,781,29,25,M20R15N5,29,7.111111111111112e-05,0.011192873508358995,162.0,146.0,26.833000898361206,3.330920696258545,30.16392159461975,137.0,155.0344827586207,20,15,5
dslfmae_like_baseline,808,30,25,M20R15N5,30,7.011111111111112e-05,-0.01258565066382289,156.0,134.0,28.23299503326416,3.409731149673462,31.642726182937622,134.0,154.33333333333334,20,15,5
dslfmae_like_baseline,835,31,25,M20R15N5,31,6.911111111111111e-05,0.03461893337468306,164.0,143.0,27.57034206390381,3.382068634033203,30.95241069793701,134.0,153.96774193548387,20,15,5
dslfmae_like_baseline,862,32,25,M20R15N5,32,6.811111111111111e-05,-0.05502557040502628,143.0,149.0,27.505098819732666,3.387636661529541,30.892735481262207,134.0,153.8125,20,15,5
dslfmae_like_baseline,889,33,25,M20R15N5,33,6.711111111111112e-05,-0.025555447520067293,145.0,147.0,28.36676859855652,3.4626357555389404,31.82940435409546,134.0,153.6060606060606,20,15,5
dslfmae_like_baseline,916,34,25,M20R15N5,34,6.611111111111111e-05,-0.020528838348885376,143.0,149.0,26.846229076385498,3.3428354263305664,30.189064502716064,134.0,153.47058823529412,20,15,5
dslfmae_like_baseline,943,35,25,M20R15N5,35,6.511111111111111e-05,-0.04009499323243896,148.0,140.0,27.72784924507141,3.635505437850952,31.363354682922363,134.0,153.0857142857143,20,15,5
