seq,machine,type,op,start,end,duration
1,0,2,0,0.0,87.0,87.0
2,0,3,0,87.0,174.0,87.0
3,0,2,0,174.0,261.0,87.0
4,0,1,0,261.0,475.0,214.0
5,0,0,0,475.0,722.0,247.0
6,0,4,0,722.0,850.0,128.0
7,0,1,0,850.0,1064.0,214.0
8,0,3,0,1064.0,1151.0,87.0
9,0,2,0,1151.0,1238.0,87.0
10,0,0,0,1238.0,1485.0,247.0
11,0,3,0,1485.0,1572.0,87.0
12,0,2,0,1572.0,1659.0,87.0
13,0,0,0,1659.0,1906.0,247.0
14,0,4,0,1906.0,2034.0,128.0
15,0,1,0,2034.0,2248.0,214.0
16,0,2,0,2248.0,2335.0,87.0
17,0,3,0,2335.0,2422.0,87.0
18,0,0,0,2422.0,2669.0,247.0
19,0,2,0,2669.0,2756.0,87.0
20,0,3,0,2756.0,2843.0,87.0
21,0,1,0,2843.0,3057.0,214.0
22,0,2,0,3057.0,3144.0,87.0
23,0,3,0,3144.0,3231.0,87.0
24,0,4,0,3231.0,3359.0,128.0
25,0,0,0,3359.0,3606.0,247.0
26,0,1,0,3606.0,3820.0,214.0
27,0,2,0,3820.0,3907.0,87.0
28,0,3,0,3907.0,3994.0,87.0
29,0,2,0,3994.0,4081.0,87.0
30,0,0,0,4081.0,4328.0,247.0
31,0,3,0,4328.0,4415.0,87.0
32,0,0,0,4415.0,4662.0,247.0
33,0,4,0,4662.0,4790.0,128.0
34,0,1,0,4790.0,5004.0,214.0
35,0,2,0,5004.0,5091.0,87.0
36,0,2,0,5091.0,5178.0,87.0
37,0,3,0,5178.0,5265.0,87.0
38,0,1,0,5265.0,5479.0,214.0
39,0,0,0,5479.0,5726.0,247.0
40,0,3,0,5726.0,5813.0,87.0
41,0,4,0,5813.0,5941.0,128.0
42,0,0,0,5941.0,6188.0,247.0
43,0,2,0,6188.0,6275.0,87.0
44,0,2,0,6275.0,6362.0,87.0
45,0,1,0,6362.0,6576.0,214.0
46,0,3,0,6576.0,6663.0,87.0
47,0,1,0,6663.0,6877.0,214.0
48,0,0,0,6877.0,7124.0,247.0
49,0,2,0,7124.0,7211.0,87.0
50,0,3,0,7211.0,7298.0,87.0
51,0,4,0,7298.0,7426.0,128.0
52,0,2,0,7426.0,7513.0,87.0
53,0,0,0,7513.0,7760.0,247.0
54,0,1,0,7760.0,7974.0,214.0
55,0,3,0,7974.0,8061.0,87.0
56,0,2,0,8061.0,8148.0,87.0
57,0,3,0,8148.0,8235.0,87.0
58,0,2,0,8235.0,8322.0,87.0
59,0,0,0,8322.0,8569.0,247.0
60,0,4,0,8569.0,8697.0,128.0
61,0,0,0,8697.0,8944.0,247.0
62,0,1,0,8944.0,9158.0,214.0
63,0,3,0,9158.0,9245.0,87.0
64,0,2,0,9245.0,9332.0,87.0
65,0,3,0,9332.0,9419.0,87.0
66,0,2,0,9419.0,9506.0,87.0
67,0,1,0,9506.0,9720.0,214.0
68,0,2,0,9720.0,9807.0,87.0
69,0,4,0,9807.0,9935.0,128.0
70,0,0,0,9935.0,10182.0,247.0
71,0,0,0,10182.0,10429.0,247.0
72,0,3,0,10429.0,10516.0,87.0
73,0,1,0,10516.0,10730.0,214.0
74,0,3,0,10730.0,10817.0,87.0
75,0,2,0,10817.0,10904.0,87.0
76,0,0,0,10904.0,11151.0,247.0
77,0,4,0,11151.0,11279.0,128.0
78,0,2,0,11279.0,11366.0,87.0
79,0,1,0,11366.0,11580.0,214.0
80,0,3,0,11580.0,11667.0,87.0
81,0,0,0,11667.0,11914.0,247.0
82,0,2,0,11914.0,12001.0,87.0
83,0,2,0,12001.0,12088.0,87.0
84,0,1,0,12088.0,12302.0,214.0
85,0,3,0,12302.0,12389.0,87.0
86,0,4,0,12389.0,12517.0,128.0
87,0,3,0,12517.0,12604.0,87.0
88,0,0,0,12604.0,12851.0,247.0
89,0,2,0,12851.0,12938.0,87.0
90,0,1,0,12938.0,13152.0,214.0
91,0,0,0,13152.0,13399.0,247.0
92,0,2,0,13399.0,13486.0,87.0
93,0,3,0,13486.0,13573.0,87.0
94,0,2,0,13573.0,13660.0,87.0
95,0,0,0,13660.0,13907.0,247.0
96,0,4,0,13907.0,14035.0,128.0
97,0,1,0,14035.0,14249.0,214.0
98,0,3,0,14249.0,14336.0,87.0
99,0,4,0,14336.0,14464.0,128.0
100,0,2,0,14464.0,14551.0,87.0
101,0,3,0,14551.0,14638.0,87.0
102,0,1,0,14638.0,14852.0,214.0
103,0,0,0,14852.0,15099.0,247.0
104,0,2,0,15099.0,15186.0,87.0
105,0,2,0,15186.0,15273.0,87.0
106,0,3,0,15273.0,15360.0,87.0
107,0,0,0,15360.0,15607.0,247.0
108,0,1,0,15607.0,15821.0,214.0
109,0,1,0,15821.0,16035.0,214.0
110,0,3,0,16035.0,16122.0,87.0
111,0,2,0,16122.0,16209.0,87.0
112,0,0,0,16209.0,16456.0,247.0
113,0,4,0,16456.0,16584.0,128.0
114,0,3,0,16584.0,16671.0,87.0
115,0,2,0,16671.0,16758.0,87.0
116,0,0,0,16758.0,17005.0,247.0
117,0,4,0,17005.0,17133.0,128.0
118,0,3,0,17133.0,17220.0,87.0
119,0,2,0,17220.0,17307.0,87.0
120,0,1,0,17307.0,17521.0,214.0
121,0,0,0,17521.0,17768.0,247.0
122,0,2,0,17768.0,17855.0,87.0
123,0,3,0,17855.0,17942.0,87.0
124,0,0,0,17942.0,18189.0,247.0
125,0,1,0,18189.0,18403.0,214.0
126,0,2,0,18403.0,18490.0,87.0
127,0,4,0,18490.0,18618.0,128.0
128,0,3,0,18618.0,18705.0,87.0
129,0,2,0,18705.0,18792.0,87.0
130,0,1,0,18792.0,19006.0,214.0
131,0,3,0,19006.0,19093.0,87.0
132,0,0,0,19093.0,19340.0,247.0
133,0,2,0,19340.0,19427.0,87.0
134,0,3,0,19427.0,19514.0,87.0
135,0,4,0,19514.0,19642.0,128.0
136,0,1,0,19642.0,19856.0,214.0
137,0,0,0,19856.0,20103.0,247.0
138,0,2,0,20103.0,20190.0,87.0
139,0,0,0,20190.0,20437.0,247.0
140,0,2,0,20437.0,20524.0,87.0
141,0,3,0,20524.0,20611.0,87.0
142,0,1,0,20611.0,20825.0,214.0
143,0,2,0,20825.0,20912.0,87.0
144,0,0,0,20912.0,21159.0,247.0
145,1,8,0,0.0,150.0,150.0
146,1,8,0,150.0,300.0,150.0
147,1,10,0,300.0,450.0,150.0
148,1,5,0,450.0,595.0,145.0
149,1,6,0,595.0,752.0,157.0
150,1,8,0,752.0,902.0,150.0
151,1,1,1,902.0,968.0,66.0
152,1,8,0,968.0,1118.0,150.0
153,1,4,2,1118.0,1218.0,100.0
154,1,10,0,1218.0,1368.0,150.0
155,1,10,0,1368.0,1518.0,150.0
156,1,5,0,1518.0,1663.0,145.0
157,1,1,1,1663.0,1729.0,66.0
158,1,8,0,1729.0,1879.0,150.0
159,1,8,0,1879.0,2029.0,150.0
160,1,8,0,2029.0,2179.0,150.0
161,1,10,0,2179.0,2329.0,150.0
162,1,1,1,2329.0,2395.0,66.0
163,1,5,0,2395.0,2540.0,145.0
164,1,4,2,2540.0,2640.0,100.0
165,1,8,0,2640.0,2790.0,150.0
166,1,6,0,2790.0,2947.0,157.0
167,1,10,0,2947.0,3097.0,150.0
168,1,8,0,3097.0,3247.0,150.0
169,1,1,1,3247.0,3313.0,66.0
170,1,5,0,3313.0,3458.0,145.0
171,1,8,0,3458.0,3608.0,150.0
172,1,10,0,3608.0,3758.0,150.0
173,1,0,1,3758.0,3888.0,130.0
174,1,4,2,3888.0,3988.0,100.0
175,1,1,1,3988.0,4054.0,66.0
176,1,8,0,4054.0,4204.0,150.0
177,1,10,0,4204.0,4354.0,150.0
178,1,5,0,4354.0,4499.0,145.0
179,1,0,1,4499.0,4629.0,130.0
180,1,8,0,4629.0,4779.0,150.0
181,1,8,0,4779.0,4929.0,150.0
182,1,0,1,4929.0,5059.0,130.0
183,1,1,1,5059.0,5125.0,66.0
184,1,10,0,5125.0,5275.0,150.0
185,1,4,2,5275.0,5375.0,100.0
186,1,6,0,5375.0,5532.0,157.0
187,1,5,0,5532.0,5677.0,145.0
188,1,1,1,5677.0,5743.0,66.0
189,1,10,0,5743.0,5893.0,150.0
190,1,8,0,5893.0,6043.0,150.0
191,1,0,1,6043.0,6173.0,130.0
192,1,8,0,6173.0,6323.0,150.0
193,1,5,0,6323.0,6468.0,145.0
194,1,10,0,6468.0,6618.0,150.0
195,1,4,2,6618.0,6718.0,100.0
196,1,1,1,6718.0,6784.0,66.0
197,1,8,0,6784.0,6934.0,150.0
198,1,8,0,6934.0,7084.0,150.0
